entry_time,exit_time,direction,pnl_pct,pnl_dollar,risk_pct,exit_reason
2025-11-06 00:45:00,2025-11-06 16:15:00,SHORT,9.244154431756389,3.70248151188464,2.0,TP
2025-11-07 15:45:00,2025-11-07 16:15:00,SHORT,-1.6200858403691616,-2.5023347589411227,3.0,SL
2025-11-07 21:15:00,2025-11-08 00:45:00,SHORT,3.4659062976254926,3.693253611831816,2.0,TP
2025-11-09 09:45:00,2025-11-09 13:30:00,SHORT,-1.2854847348687706,-2.5787081811334156,3.0,SL
2025-11-09 17:00:00,2025-11-10 04:15:00,SHORT,-1.623796082561332,-1.6385364687013342,2.0,SL
2025-11-10 05:00:00,2025-11-10 12:15:00,SHORT,-2.1089131759735418,-1.582346389904051,2.0,SL
2025-11-10 13:00:00,2025-11-10 13:30:00,SHORT,-2.053622361665723,-1.5510870909526233,2.0,SL
2025-11-10 22:00:00,2025-11-11 04:00:00,SHORT,25.676673762870916,3.6060089508963813,2.0,TP
2025-11-12 16:30:00,2025-11-12 16:30:00,SHORT,-4.628579207696147,-2.3295093986599853,3.0,SL
2025-11-12 17:30:00,2025-11-16 16:15:00,SHORT,15.27562541509851,3.6598163356365734,2.0,TP
2025-11-18 17:00:00,2025-11-19 06:15:00,SHORT,3.4970129680897557,5.634518493861067,3.0,TP
2025-11-20 03:30:00,2025-11-20 13:30:00,SHORT,-0.6584773526168087,-4.300817639330504,4.5,SL
2025-11-21 19:15:00,2025-11-22 08:15:00,SHORT,7.859969897987621,4.369007817407798,2.25,TP
2025-11-23 06:30:00,2025-11-23 11:15:00,SHORT,2.6826665128219926,6.745419142971407,3.375,TP
2025-11-24 19:45:00,2025-11-26 10:15:00,SHORT,-2.0609143677036403,-4.7660014288952866,5.0625,SL
2025-11-26 14:30:00,2025-11-26 17:45:00,SHORT,-1.3920582965258497,-2.3066811310147286,2.53125,SL
2025-11-26 20:00:00,2025-11-27 06:30:00,SHORT,-1.1225444340505155,-1.8016469588046773,2.0,SL
2025-11-28 09:30:00,2025-11-28 10:15:00,SHORT,-0.8448415922014563,-1.8097896298424214,2.0,SL
2025-11-28 14:15:00,2025-11-28 15:15:00,SHORT,-0.9708997969254883,-1.7449963422841879,2.0,SL
2025-11-28 16:00:00,2025-11-28 16:45:00,SHORT,2.511417944452086,3.7138626115304185,2.0,TP
2025-11-29 05:30:00,2025-11-29 08:45:00,SHORT,2.152649269232236,5.797891996060865,3.0,TP
2025-11-30 14:45:00,2025-11-30 16:00:00,SHORT,-1.0655441181306973,-4.275981404060571,4.5,SL
2025-11-30 17:00:00,2025-11-30 20:30:00,SHORT,2.454357561143658,4.456579992223806,2.25,TP
2025-12-01 11:30:00,2025-12-01 15:30:00,LONG,-0.8942988448639969,-3.2664499154038493,3.375,SL
2025-12-01 16:00:00,2025-12-02 03:30:00,LONG,-1.2915517177390445,-1.8054083989816232,2.0,SL
2025-12-02 20:00:00,2025-12-03 00:30:00,SHORT,2.1874359149634297,3.9115151984542273,2.0,TP
2025-12-05 07:15:00,2025-12-05 11:30:00,SHORT,2.1938704588996836,6.148088854982049,3.0,TP
2025-12-05 20:30:00,2025-12-06 01:00:00,SHORT,4.322766570605188,10.114700227796593,4.5,TP
2025-12-06 11:45:00,2025-12-07 14:00:00,SHORT,5.1220247062368145,16.901647257844466,6.75,TP
2025-12-08 09:45:00,2025-12-08 14:15:00,SHORT,1.4508523757707616,28.058434906890476,10.125,TP
2025-12-09 18:30:00,2025-12-10 01:00:00,SHORT,2.819292448540335,53.87549399508311,15.187500000000002,TP
2025-12-10 20:30:00,2025-12-10 22:00:00,SHORT,3.0871234294798744,110.76092063619863,22.781250000000004,TP
2025-12-11 15:45:00,2025-12-12 19:00:00,SHORT,3.323040365348799,226.77551051085402,30.0,TP
