trade_num,signal_time,signal_bar,break_time,break_bar,entry_time,entry_bar,exit_time,exit_bar,rsi_at_signal,swing_low,swing_high_sl,limit_price,entry_price,sl_price,tp_price,sl_dist_pct,position_size,pnl_pct,pnl_dollar,exit_reason,equity_before,equity_after,consecutive_wins_before,consecutive_losses_before
11,2025-07-21 07:15:00,4733,2025-07-21 16:15:00,4769,2025-07-21 16:15:00,4769,2025-07-23 12:45:00,4947,75.44723012821812,0.258,0.274,0.2608742857142857,0.2608742857142857,0.274,0.23478685714285716,5.031432764549979,141.46287715582807,10.0,14.00482483842698,TP,142.3521910178684,156.35701585629536,0,0
12,2025-07-25 10:45:00,5131,2025-07-25 14:30:00,5146,2025-07-25 14:30:00,5146,2025-07-25 21:00:00,5172,72.07134876333106,0.2311,0.2404,0.23338,0.23338,0.2404,0.210042,3.007969834604507,259.904560972523,-3.007969834604507,-8.077755353787293,SL,156.35701585629536,148.27926050250807,0,0
13,2025-07-25 21:00:00,5172,2025-07-28 15:45:00,5439,2025-07-28 15:45:00,5439,2025-07-31 20:00:00,5744,72.03327015134052,0.2316,0.2502,0.23378857142857143,0.23378857142857143,0.2502,0.21040971428571428,7.019773666071899,105.61541408320197,10.0,10.455925994236996,TP,148.27926050250807,158.73518649674506,0,0
14,2025-07-31 08:30:00,5698,2025-07-31 10:15:00,5705,2025-07-31 10:15:00,5705,2025-08-01 00:45:00,5763,73.40411263351169,0.2273,0.2313,0.22840285714285713,0.22840285714285713,0.2313,0.20556257142857143,1.2684354711599888,625.712502156618,10.0,61.94553771350519,TP,158.73518649674506,220.68072421025025,1,0
15,2025-08-03 08:00:00,5984,2025-08-03 09:00:00,5988,2025-08-03 10:00:00,5992,2025-08-04 00:30:00,6050,72.05092619688057,0.2076,0.2103,0.20893714285714288,0.20893714285714288,0.2103,0.18804342857142858,0.6522809320643098,1691.6079664620095,-0.6522809320643098,-12.725644176974523,SL,220.68072421025025,207.95508003327572,0,0
16,2025-08-07 13:15:00,6389,2025-08-07 14:45:00,6395,2025-08-07 15:00:00,6396,2025-08-07 21:15:00,6421,72.90554005753006,0.2154,0.2183,0.2163314285714286,0.2163314285714286,0.2183,0.19469828571428574,0.9099793966928931,1142.636200275741,-0.9099793966928931,-11.540390201939527,SL,207.95508003327572,196.4146898313362,0,1
17,2025-08-09 09:00:00,6564,2025-08-09 13:45:00,6583,2025-08-09 13:45:00,6583,2025-08-09 20:30:00,6610,73.7361565339256,0.2268,0.2311,0.22795428571428572,0.22795428571428572,0.2311,0.20515885714285714,1.3799759350245637,711.659837125493,-1.3799759350245637,-10.532394328692304,SL,196.4146898313362,185.8822955026439,0,2
18,2025-08-12 21:30:00,6902,2025-08-13 01:00:00,6916,2025-08-13 01:00:00,6916,2025-08-13 03:00:00,6924,78.9174469330621,0.2281,0.2313,0.22923142857142856,0.22923142857142856,0.2313,0.2063082857142857,0.9023943363537867,1029.9393957508623,-0.9023943363537867,-10.324054170883057,SL,185.8822955026439,175.55824133176085,0,3
19,2025-08-13 10:30:00,6954,2025-08-13 12:45:00,6963,2025-08-13 12:45:00,6963,2025-08-14 02:30:00,7018,76.32734982950721,0.234,0.2394,0.23533714285714288,0.23533714285714288,0.2394,0.2118034285714286,1.7263986013985908,508.45222299629273,-1.7263986013985908,-9.286364289584336,SL,175.55824133176085,166.27187704217653,0,4
20,2025-08-22 18:30:00,7754,2025-08-22 22:15:00,7769,2025-08-22 22:15:00,7769,2025-08-25 00:30:00,7970,75.0919773632942,0.2189,0.2211,0.2199057142857143,0.2199057142857143,0.2211,0.19791514285714287,0.5430898956695677,1530.7951627159473,10.0,151.5487211088788,TP,166.27187704217653,317.8205981510553,0,0
21,2025-08-24 19:00:00,7948,2025-08-24 19:30:00,7950,2025-08-24 19:30:00,7950,2025-08-25 20:00:00,8048,72.88142667212392,0.2035,0.2104,0.2054542857142857,0.2054542857142857,0.2104,0.18490885714285712,2.4072091115159524,660.1433100070525,10.0,65.3541876906982,TP,317.8205981510553,383.17478584175353,1,0
22,2025-09-05 13:45:00,9079,2025-09-05 14:15:00,9081,2025-09-05 14:15:00,9081,2025-09-05 22:45:00,9115,78.04512762853136,0.1908,0.1948,0.19180571428571427,0.19180571428571427,0.1948,0.17262514285714284,1.5611034975868507,1227.2561890805575,-1.5611034975868507,-20.385995481168234,SL,383.17478584175353,362.7887903605853,0,0
23,2025-09-07 22:45:00,9307,2025-09-09 15:30:00,9470,2025-09-09 17:00:00,9476,2025-09-12 05:15:00,9717,72.13373512361231,0.195,0.2059,0.19654857142857143,0.19654857142857143,0.2059,0.1768937142857143,4.757820676822884,381.25521641438127,-4.757820676822884,-18.520694734443648,SL,362.7887903605853,344.2680956261417,0,1
24,2025-09-10 07:15:00,9533,2025-09-10 09:00:00,9540,2025-09-10 09:00:00,9540,2025-09-10 23:00:00,9596,72.36334805702921,0.198,0.2024,0.19905142857142857,0.19905142857142857,0.2024,0.17914628571428573,1.682264454268815,1023.2282289284166,-1.682264454268815,-18.236633010235504,SL,344.2680956261417,326.0314626159062,0,2
25,2025-09-20 05:15:00,10485,2025-09-20 09:30:00,10502,2025-09-20 09:30:00,10502,2025-09-22 06:00:00,10680,74.24842609255789,0.1958,0.2006,0.19652,0.19652,0.2006,0.176868,2.0761245674740487,785.1924391333074,10.0,77.73405147419743,TP,326.0314626159062,403.76551409010364,0,0
26,2025-09-26 18:15:00,11113,2025-09-27 08:00:00,11168,2025-09-27 08:00:00,11168,2025-09-27 22:15:00,11225,73.43263282441845,0.1667,0.1694,0.1672485714285714,0.1672485714285714,0.1694,0.1505237142857143,1.2863658882416313,1569.4038445081196,-1.2863658882416313,-21.757679549013304,SL,403.76551409010364,382.00783454109035,0,0
27,2025-09-28 20:30:00,11314,2025-09-29 10:30:00,11370,2025-09-29 10:30:00,11370,2025-09-29 14:15:00,11385,74.59416829608713,0.1681,0.1709,0.16859714285714286,0.16859714285714286,0.1709,0.15173742857142858,1.3658933383043212,1398.3809124339507,-1.3658933383043212,-20.498772639488468,SL,382.00783454109035,361.50906190160185,0,1
28,2025-09-30 21:30:00,11510,2025-10-01 03:45:00,11535,2025-10-01 03:45:00,11535,2025-10-01 08:30:00,11554,76.88549448310486,0.1668,0.1694,0.16739428571428572,0.16739428571428572,0.1694,0.15065485714285715,1.1981975831228187,1508.5536266874033,-1.1981975831228187,-19.584006721767494,SL,361.50906190160185,341.9250551798344,0,2
29,2025-10-01 12:00:00,11568,2025-10-01 13:00:00,11572,2025-10-01 16:00:00,11584,2025-10-01 22:15:00,11609,75.85495264153235,0.1697,0.1809,0.17123142857142856,0.17123142857142856,0.1809,0.1541082857142857,5.64649346748762,302.7764551120364,-5.64649346748762,-17.399029214103756,SL,341.9250551798344,324.52602596573064,0,3
30,2025-10-03 16:30:00,11778,2025-10-03 17:00:00,11780,2025-10-03 17:00:00,11780,2025-10-06 19:00:00,12076,72.38571883373716,0.1836,0.188,0.18513142857142859,0.18513142857142859,0.188,0.16661828571428572,1.5494783628618976,1047.21057661731,-1.5494783628618976,-17.273511874903843,SL,324.52602596573064,307.2525140908268,0,4
31,2025-10-06 19:00:00,12076,2025-10-06 21:15:00,12085,2025-10-06 21:15:00,12085,2025-10-10 15:30:00,12446,75.93660000331207,0.1854,0.1889,0.1864457142857143,0.1864457142857143,0.1889,0.16780114285714287,1.3163540517347063,1167.0587927538415,10.0,115.53882048263033,TP,307.2525140908268,422.79133457345716,0,0
32,2025-10-12 21:15:00,12661,2025-10-12 21:30:00,12662,2025-10-12 21:30:00,12662,2025-10-12 22:00:00,12664,80.05076678887319,0.1252,0.1271,0.12625714285714287,0.12625714285714287,0.1271,0.11363142857142859,0.6675718488345578,3166.6354364070576,-0.6675718488345578,-24.306202165079917,SL,422.79133457345716,398.48513240837724,0,0
33,2025-10-13 01:45:00,12679,2025-10-13 02:30:00,12682,2025-10-13 02:30:00,12682,2025-10-15 19:45:00,12943,85.39298047192067,0.1269,0.1348,0.12857428571428572,0.12857428571428572,0.1348,0.11571685714285715,4.842114619675113,411.47841770329063,10.0,40.73636335262577,TP,398.48513240837724,439.221495761003,0,0
34,2025-10-14 16:15:00,12833,2025-10-15 06:00:00,12888,2025-10-15 08:15:00,12897,2025-10-17 00:00:00,12960,75.04047611455424,0.122,0.1288,0.12267428571428571,0.12267428571428571,0.1288,0.11040685714285714,4.993478665921375,439.79510592337715,10.0,43.53971548641434,TP,439.221495761003,482.76121124741735,1,0
35,2025-10-21 16:15:00,13409,2025-10-21 17:15:00,13413,2025-10-21 17:30:00,13414,2025-10-22 17:45:00,13511,77.09923360700057,0.1028,0.106,0.10393714285714285,0.10393714285714285,0.106,0.09354342857142857,1.9847160371653212,1216.1971844015607,10.0,120.40352125575451,TP,482.76121124741735,603.1647325031719,2,0
36,2025-10-29 11:15:00,14157,2025-10-29 13:00:00,14164,2025-10-29 13:00:00,14164,2025-10-30 01:45:00,14215,72.1229850472784,0.1291,0.1388,0.13203142857142858,0.13203142857142858,0.1388,0.11882828571428572,5.126485036030383,588.2829348607867,-5.126485036030383,-30.74651956001938,SL,603.1647325031719,572.4182129431525,0,0
37,2025-11-09 16:15:00,15233,2025-11-09 17:30:00,15238,2025-11-09 19:00:00,15244,2025-11-10 04:15:00,15281,73.11295411379174,0.1148,0.1185,0.11611428571428571,0.11611428571428571,0.1185,0.10450285714285715,2.054625984251966,1392.998573293997,-2.054625984251966,-30.013909220451627,SL,572.4182129431525,542.4043037227009,0,1
38,2025-11-10 21:15:00,15349,2025-11-10 21:30:00,15350,2025-11-10 21:30:00,15350,2025-11-10 21:45:00,15351,75.96432418014038,0.1957,0.2301,0.20920857142857144,0.20920857142857144,0.2301,0.1882877142857143,9.985933381587747,271.5841789625776,10.0,26.886833717295183,TP,542.4043037227009,569.2911374399961,0,0
39,2025-11-12 16:00:00,15520,2025-11-12 16:15:00,15521,2025-11-12 16:15:00,15521,2025-11-12 17:00:00,15524,72.91225932485712,0.1531,0.1676,0.15795714285714288,0.15795714285714288,0.1676,0.1421614285714286,6.104730035271758,466.2705264203002,-6.104730035271758,-28.930827398420103,SL,569.2911374399961,540.360310041576,0,0
40,2025-11-14 20:00:00,15728,2025-11-14 22:15:00,15737,2025-11-14 22:15:00,15737,2025-11-17 13:45:00,15991,73.38924920800008,0.1466,0.1542,0.14828000000000002,0.14828000000000002,0.1542,0.13345200000000002,3.9924467224170352,676.7282666635571,10.0,66.99609839969214,TP,540.360310041576,607.3564084412682,0,0
41,2025-11-15 09:45:00,15783,2025-11-16 01:30:00,15846,2025-11-16 02:30:00,15850,2025-11-19 17:00:00,16196,75.59607437700846,0.1414,0.1526,0.14276,0.14276,0.1526,0.12848400000000001,6.892687027178493,440.58028896887856,10.0,43.61744860791898,TP,607.3564084412682,650.9738570491871,1,0
42,2025-11-23 05:45:00,16535,2025-11-23 06:00:00,16536,2025-11-23 06:00:00,16536,2025-11-24 16:45:00,16675,77.85572774501192,0.1237,0.1253,0.12458,0.12458,0.1253,0.112122,0.5779418847327006,5631.827993832495,-0.5779418847327006,-38.180520846291856,SL,650.9738570491871,612.7933362028953,0,0
43,2025-11-30 16:15:00,17249,2025-11-30 19:45:00,17263,2025-11-30 20:00:00,17264,2025-12-01 00:45:00,17283,72.54342311684013,0.1297,0.134,0.13036857142857144,0.13036857142857144,0.134,0.1173317142857143,2.7855092156304035,1099.966449158221,10.0,108.89667846666389,TP,612.7933362028953,721.6900146695591,0,0
44,2025-12-02 18:30:00,17450,2025-12-02 19:45:00,17455,2025-12-02 19:45:00,17455,2025-12-05 16:30:00,17730,72.61859894119598,0.1252,0.1265,0.12593142857142858,0.12593142857142858,0.1265,0.11333828571428572,0.4514928759415473,7992.2635895919775,10.0,791.2340953696058,TP,721.6900146695592,1512.924110039165,1,0
45,2025-12-09 17:30:00,18118,2025-12-09 20:15:00,18129,2025-12-09 20:15:00,18129,2025-12-11 15:30:00,18302,72.40545537211052,0.1167,0.1187,0.11740285714285714,0.11740285714285714,0.1187,0.10566257142857143,1.1048648122459912,6846.648084319306,-1.1048648122459912,-82.49285358627756,SL,1512.924110039165,1430.4312564528875,0,0
