rsi_trigger,limit_offset,tp_pct,activation_pct,trail_pct,trades,win_rate,total_return,max_dd,return_dd,final_equity,tp_count,trail_sl_count,initial_sl_count
28,0.25,1.5,0.6,0.8,21,19.047619047619047,-31.751175196368436,-41.13557170579628,-0.7718666322047125,68.24882480363156,3,6,12
28,0.15,1.5,0.5,0.8,22,22.727272727272727,-29.979452614169944,-38.730573272761475,-0.7740513522234375,70.02054738583006,2,9,11
28,0.2,2.5,0.4,0.8,21,19.047619047619047,-30.651717024962476,-39.59492703912496,-0.7741324284970793,69.34828297503752,1,10,10
32,0.2,2.0,0.6,1.0,31,19.35483870967742,-50.86034492536095,-65.64968774502006,-0.7747233333827855,49.13965507463905,5,4,22
32,0.2,2.0,0.4,1.0,31,19.35483870967742,-50.86034492536095,-65.64968774502006,-0.7747233333827855,49.13965507463905,5,8,18
32,0.2,2.0,0.5,1.0,31,19.35483870967742,-50.86034492536095,-65.64968774502006,-0.7747233333827855,49.13965507463905,5,6,20
28,0.2,2.5,0.5,1.0,21,23.809523809523807,-34.17942922750113,-44.097171204347504,-0.7750934650459259,65.82057077249887,3,7,11
28,0.2,2.5,0.4,1.0,21,23.809523809523807,-34.17942922750113,-44.097171204347504,-0.7750934650459259,65.82057077249887,3,8,10
28,0.2,2.5,0.6,1.0,21,23.809523809523807,-34.17942922750113,-44.097171204347504,-0.7750934650459259,65.82057077249887,3,6,12
25,0.2,1.5,0.4,0.8,20,25.0,-24.530778278091645,-31.608565875221718,-0.7760800782588361,75.46922172190835,2,10,8
25,0.25,2.0,0.5,1.0,19,26.31578947368421,-30.377945509212513,-39.12713756478851,-0.7763906945380636,69.62205449078749,3,7,9
25,0.25,2.0,0.6,1.0,19,26.31578947368421,-30.377945509212513,-39.12713756478851,-0.7763906945380636,69.62205449078749,3,6,10
28,0.2,2.5,0.5,0.8,21,19.047619047619047,-31.050807152067577,-39.94255018437898,-0.7773866968617129,68.94919284793242,1,9,11
28,0.15,1.5,0.6,0.8,22,22.727272727272727,-31.10739648029825,-39.71754747731004,-0.7832154414385575,68.89260351970175,2,8,12
25,0.2,2.0,0.6,1.0,19,26.31578947368421,-31.019201842404808,-39.514397589472324,-0.7850101161777332,68.98079815759519,3,6,10
25,0.2,2.0,0.5,1.0,19,26.31578947368421,-31.019201842404808,-39.514397589472324,-0.7850101161777332,68.98079815759519,3,7,9
32,0.15,2.0,0.6,0.8,32,21.875,-52.624722404086995,-66.9584851253425,-0.7859306002155886,47.375277595913005,3,7,22
28,0.2,2.5,0.6,0.8,21,19.047619047619047,-32.19279160157913,-40.93726340630203,-0.7863933473536303,67.80720839842087,1,8,12
32,0.25,2.0,0.6,1.2,31,19.35483870967742,-53.42208084964874,-67.75719264896492,-0.7884340947597513,46.57791915035126,5,4,22
32,0.25,2.0,0.4,1.2,31,19.35483870967742,-53.42208084964874,-67.75719264896492,-0.7884340947597513,46.57791915035126,5,9,17
32,0.25,2.0,0.5,1.2,31,19.35483870967742,-53.42208084964874,-67.75719264896492,-0.7884340947597513,46.57791915035126,5,7,19
32,0.15,2.5,0.4,0.8,32,21.875,-53.1287208666731,-66.9584851253425,-0.7934576292641498,46.87127913332691,1,13,18
32,0.2,2.0,0.4,1.2,31,19.35483870967742,-53.815547052297404,-67.71547586833228,-0.794730397478676,46.184452947702596,5,8,18
32,0.2,2.0,0.6,1.2,31,19.35483870967742,-53.815547052297404,-67.71547586833228,-0.794730397478676,46.184452947702596,5,4,22
32,0.2,2.0,0.5,1.2,31,19.35483870967742,-53.815547052297404,-67.71547586833228,-0.794730397478676,46.184452947702596,5,6,20
