entry_idx,entry_time,entry_price,exit_idx,exit_time,exit_price,exit_reason,stop_loss,take_profit,pnl_pct,fees_pct,net_pnl_pct,equity,drawdown_pct
858,2025-09-13 12:00:00,0.37083,865,2025-09-13 13:45:00,0.36726000000000003,take_profit,0.37321,0.36726000000000003,0.9627052827441043,0.009951864735862796,0.9527534180082415,0.9779348777152554,3.2343688808773847
918,2025-09-14 03:00:00,0.36841,952,2025-09-14 11:30:00,0.36284500000000003,take_profit,0.37212,0.36284500000000003,1.510545316359487,0.009924472734182026,1.500620843625305,0.9926099723273322,1.7822836508382602
995,2025-09-14 22:15:00,0.35625,996,2025-09-14 22:30:00,0.35821,stop_loss,0.35821,0.35331000000000007,-0.5501754385964804,0.010027508771929825,-0.5602029473684103,0.9870493420064816,2.3325021926642138
999,2025-09-14 23:15:00,0.35521,1006,2025-09-15 01:00:00,0.34889500000000007,take_profit,0.35942,0.34889500000000007,1.7778215703386613,0.009911108921483067,1.7679104614171781,1.0044994905831637,0.6058282815239292
1021,2025-09-15 04:45:00,0.3536,1028,2025-09-15 06:30:00,0.3515000000000001,take_profit,0.355,0.3515000000000001,0.5938914027149138,0.009970305429864254,0.5839210972850496,1.0103649750307995,0.02544474338803203
1060,2025-09-15 14:30:00,0.3463,1088,2025-09-15 21:30:00,0.34849,stop_loss,0.34849,0.34301499999999996,-0.6323996534796492,0.010031619982673982,-0.6424312734623232,1.0038740744550918,0.6677125518613803
1127,2025-09-16 07:15:00,0.35758,1259,2025-09-17 16:15:00,0.3525400000000001,take_profit,0.36094,0.3525400000000001,1.4094748028413036,0.009929526259857937,1.3995452765814458,1.0179237466469537,0.0
1311,2025-09-18 05:15:00,0.35904,1316,2025-09-18 06:30:00,0.3571950000000001,take_profit,0.36027,0.3571950000000001,0.5138703208555955,0.009974306483957222,0.5038960143716382,1.02305302383565,0.0
1378,2025-09-18 22:00:00,0.3603,1402,2025-09-19 04:00:00,0.35796,take_profit,0.36186,0.35796,0.6494587843463805,0.009967527060782683,0.6394912572855977,1.0295953584804751,0.0
1410,2025-09-19 06:00:00,0.35919,1419,2025-09-19 08:15:00,0.356565,take_profit,0.36094,0.356565,0.7308109913973073,0.009963459450430133,0.7208475319468772,1.0370171712111211,0.0
1479,2025-09-19 23:15:00,0.3518,1500,2025-09-20 04:30:00,0.35478,stop_loss,0.35478,0.34733,-0.847072200113696,0.010042353610005685,-0.8571145537237017,1.0281287461120567,0.8571145537237059
1520,2025-09-20 09:30:00,0.35357,1534,2025-09-20 13:00:00,0.35619,stop_loss,0.35619,0.34963999999999995,-0.7410130950024072,0.010037050654750121,-0.7510501456571573,1.020406983666839,1.6017273392766738
1557,2025-09-20 18:45:00,0.35457,1560,2025-09-20 19:30:00,0.35584,stop_loss,0.35584,0.352665,-0.3581803311052806,0.010017909016555266,-0.3681982401218359,1.0166498631108976,1.9640280475237284
1595,2025-09-21 04:15:00,0.35679,1597,2025-09-21 04:45:00,0.3543,take_profit,0.35845,0.3543,0.6978895148406604,0.009965105524257967,0.6879244093164025,1.0236436456765192,1.289614666552061
1607,2025-09-21 07:15:00,0.35699,1676,2025-09-22 00:30:00,0.34977499999999995,take_profit,0.3618,0.34977499999999995,2.0210650158267818,0.009898946749208661,2.011166069077573,1.0442308193466339,0.0
1771,2025-09-23 00:15:00,0.28248,1774,2025-09-23 01:00:00,0.271215,take_profit,0.28999,0.271215,3.9878929481733305,0.009800605352591333,3.9780923428207395,1.0857712856124366,0.0
1811,2025-09-23 10:15:00,0.27412,1832,2025-09-23 15:30:00,0.27027999999999996,take_profit,0.27668,0.27027999999999996,1.4008463446665733,0.009929957682766673,1.3909163869838066,1.1008734563491849,0.0
1839,2025-09-23 17:15:00,0.27333,1849,2025-09-23 19:45:00,0.2682150000000001,take_profit,0.27674,0.2682150000000001,1.8713642849302765,0.009906431785753487,1.8614578531445232,1.1213657517555804,0.0
1912,2025-09-24 11:30:00,0.28498,1914,2025-09-24 12:00:00,0.28707,stop_loss,0.28707,0.281845,-0.7333847989332517,0.010036669239946665,-0.7434214681731984,1.1130292780202877,0.7434214681731905
1915,2025-09-24 12:15:00,0.28564,1917,2025-09-24 12:45:00,0.283405,take_profit,0.28713,0.283405,0.7824534378938479,0.009960877328105308,0.7724925605657426,1.1216273463899131,0.0
1965,2025-09-25 00:45:00,0.27872,1986,2025-09-25 06:00:00,0.2703650000000001,take_profit,0.28429,0.2703650000000001,2.997632032146938,0.009850118398392654,2.9877819137485453,1.1551391253850087,0.0
2042,2025-09-25 20:00:00,0.26514,2084,2025-09-26 06:30:00,0.259725,take_profit,0.26875,0.259725,2.042317266349854,0.009897884136682508,2.0324193822131713,1.1786163968608614,0.0
2097,2025-09-26 09:45:00,0.26211,2102,2025-09-26 11:00:00,0.2589,take_profit,0.26425,0.2589,1.2246766624699517,0.009938766166876502,1.2147378963030753,1.1929334968855723,0.0
2156,2025-09-27 00:30:00,0.26975,2173,2025-09-27 04:45:00,0.27157,stop_loss,0.27157,0.26702000000000004,-0.6746987951807185,0.010033734939759037,-0.6847325301204776,1.184765093169693,0.6847325301204842
2221,2025-09-27 16:45:00,0.26723,2240,2025-09-27 21:30:00,0.26895,stop_loss,0.26895,0.26465000000000005,-0.6436403098454512,0.010032182015492273,-0.6536724918609434,1.177020609662472,1.3339291137892018
2253,2025-09-28 00:45:00,0.26684,2256,2025-09-28 01:30:00,0.2651300000000001,take_profit,0.26798,0.2651300000000001,0.6408334582521112,0.009967958327087394,0.6308654999250239,1.1844460266158396,0.7114789124365372
2349,2025-09-29 00:45:00,0.26871,2363,2025-09-29 04:15:00,0.26589,take_profit,0.27059,0.26589,1.0494585240593908,0.00994752707379703,1.0395109969855938,1.1967584733158703,0.0
2383,2025-09-29 09:15:00,0.26583,2400,2025-09-29 13:30:00,0.26748,stop_loss,0.26748,0.263355,-0.6206974382123857,0.010031034871910621,-0.6307284730842962,1.189210176870618,0.6307284730843055
2414,2025-09-29 17:00:00,0.26707,2426,2025-09-29 20:00:00,0.269,stop_loss,0.269,0.26417499999999994,-0.722656981315776,0.01003613284906579,-0.7326931141648418,1.1804969157917395,1.358800283157776
2443,2025-09-30 00:15:00,0.26769,2462,2025-09-30 05:00:00,0.26951,stop_loss,0.26951,0.2649599999999999,-0.6798909185998894,0.010033994545929995,-0.6899249131458194,1.1723523734707744,2.0393504946301886
2470,2025-09-30 07:00:00,0.26819,2473,2025-09-30 07:45:00,0.26673499999999994,take_profit,0.26916,0.26673499999999994,0.5425258212461463,0.009972873708937692,0.5325529475372086,1.1785957705912153,1.5176581682627528
2560,2025-10-01 05:30:00,0.26729,2561,2025-10-01 05:45:00,0.2665100000000001,take_profit,0.26781,0.2665100000000001,0.2918178757154953,0.009985409106214226,0.2818324666092811,1.1819174361228253,1.2401029551037783
2593,2025-10-01 13:45:00,0.27133,2599,2025-10-01 15:15:00,0.27392,stop_loss,0.27392,0.26744500000000004,-0.9545571812921465,0.010047727859064609,-0.9646049091512112,1.1705166025118703,2.192745770271538
2600,2025-10-01 15:30:00,0.27254,2602,2025-10-01 16:00:00,0.27035,take_profit,0.274,0.27035,0.8035517722169314,0.009959822411389152,0.7935919498055423,1.1798057280405418,1.4165552743785705
2652,2025-10-02 04:30:00,0.27002,2662,2025-10-02 07:00:00,0.26761999999999997,take_profit,0.27162,0.26761999999999997,0.8888230501444386,0.009955558847492779,0.8788674912969459,1.1901746570447496,0.5501374268843786
2681,2025-10-02 11:45:00,0.26636,2734,2025-10-03 01:00:00,0.26164999999999994,take_profit,0.2695,0.26164999999999994,1.7682835260549812,0.009911585823697253,1.758371940231284,1.2111023542539683,0.0
2768,2025-10-03 09:30:00,0.26126,2780,2025-10-03 12:30:00,0.2578849999999999,take_profit,0.26351,0.2578849999999999,1.2918165811835232,0.009935409170940823,1.2818811720125822,1.226627247306951,0.0
2810,2025-10-03 20:00:00,0.2623,2817,2025-10-03 21:45:00,0.26426,stop_loss,0.26426,0.2593599999999999,-0.7472359893252069,0.01003736179946626,-0.7572733511246731,1.2173383260454613,0.7572733511246768
2826,2025-10-04 00:00:00,0.26302,2831,2025-10-04 01:15:00,0.26154999999999995,take_profit,0.264,0.26154999999999995,0.5588928598585762,0.009972055357007072,0.5489208045015691,1.224020549378296,0.2125093775943718
2850,2025-10-04 06:00:00,0.26162,2869,2025-10-04 10:45:00,0.259535,take_profit,0.26301,0.259535,0.796957419157558,0.009960152129042122,0.7869972670285158,1.2336535576497707,0.0
2885,2025-10-04 14:45:00,0.25868,2912,2025-10-04 21:30:00,0.26107,stop_loss,0.26107,0.255095,-0.923921447348076,0.010046196072367404,-0.9339676434204435,1.2221316325894167,0.9339676434204405
2925,2025-10-05 00:45:00,0.25888,2932,2025-10-05 02:30:00,0.26156,stop_loss,0.26156,0.25486,-1.035228677379487,0.010051761433868975,-1.0452804388133559,1.2093569296974092,1.9694855011522818
2961,2025-10-05 09:45:00,0.26155,2977,2025-10-05 13:45:00,0.26262,stop_loss,0.26262,0.259945,-0.4090995985471288,0.010020454979927358,-0.4191200535270561,1.2042882722863282,2.3803510459927035
2994,2025-10-05 18:00:00,0.2614,3001,2025-10-05 19:45:00,0.259315,take_profit,0.26279,0.259315,0.7976281560826334,0.009960118592195867,0.7876680374904376,1.2137740660863734,1.61143227287162
3022,2025-10-06 01:00:00,0.26025,3044,2025-10-06 06:30:00,0.26188,stop_loss,0.26188,0.25780499999999995,-0.6263208453410261,0.010031316042267051,-0.6363521613832931,1.206050188582523,2.2375300501572566
3056,2025-10-06 09:30:00,0.26006,3060,2025-10-06 10:30:00,0.26076,stop_loss,0.26076,0.2590100000000001,-0.26916865338767143,0.010013458432669382,-0.2791821118203408,1.202683112196425,2.510465378330964
3095,2025-10-06 19:15:00,0.2614,3110,2025-10-06 23:00:00,0.26205,stop_loss,0.26205,0.260425,-0.24866105585309253,0.010012433052792653,-0.2586734889058852,1.1995720898296247,2.7626449588549375
3140,2025-10-07 06:30:00,0.26424,3148,2025-10-07 08:30:00,0.26069999999999993,take_profit,0.2666,0.26069999999999993,1.3396911898274462,0.00993301544050863,1.3297581743869376,1.2155234977517984,1.4696232816376629
3248,2025-10-08 09:30:00,0.23988,3256,2025-10-08 11:30:00,0.23620500000000005,take_profit,0.24233,0.23620500000000005,1.5320160080039837,0.0099233991995998,1.5220926088043838,1.234024891069359,0.0
3294,2025-10-08 21:00:00,0.24025,3315,2025-10-09 02:15:00,0.23692,take_profit,0.24247,0.23692,1.3860561914672216,0.00993069719042664,1.3761254942767949,1.2510066222010858,0.0
3405,2025-10-10 00:45:00,0.22813,3406,2025-10-10 01:00:00,0.22982,stop_loss,0.22982,0.225595,-0.7408056809713747,0.01003704028404857,-0.7508427212554233,1.2416135300358657,0.7508427212554171
3408,2025-10-10 01:30:00,0.22806,3435,2025-10-10 08:15:00,0.23269,stop_loss,0.23269,0.221115,-2.0301674997807573,0.010101508374989037,-2.040269008155746,1.2162812739814755,2.7757925180693928
3462,2025-10-10 15:00:00,0.23333,3464,2025-10-10 15:30:00,0.22727000000000003,take_profit,0.23737,0.22727000000000003,2.5971799597137024,0.009870141002014315,2.587309818711688,1.2477502388063497,0.2603010517247828
3528,2025-10-11 07:30:00,0.20262,3535,2025-10-11 09:15:00,0.208,stop_loss,0.208,0.19455,-2.655216661731318,0.010132760833086566,-2.6653494225644043,1.2144933350212788,2.9187125417101067
3554,2025-10-11 14:00:00,0.20695,3558,2025-10-11 15:00:00,0.21029,stop_loss,0.21029,0.20193999999999998,-1.6139164049287316,0.010080695820246437,-1.6239971007489777,1.1947699984717437,4.49530983540251
3570,2025-10-11 18:00:00,0.20842,3575,2025-10-11 19:15:00,0.20338,take_profit,0.21178,0.20338,2.418194031282981,0.009879090298435853,2.4083149409845452,1.2235438228553395,2.1952561128275154
3631,2025-10-12 09:15:00,0.20144,3634,2025-10-12 10:00:00,0.2034,stop_loss,0.2034,0.1985,-0.972994440031766,0.010048649722001588,-0.9830430897537675,1.211515859854651,3.156718889061738
3649,2025-10-12 13:45:00,0.20134,3653,2025-10-12 14:45:00,0.20417,stop_loss,0.20417,0.197095,-1.405582596602761,0.010070279129830138,-1.4156528757325912,1.1943650007446622,4.527683583062526
3680,2025-10-12 21:30:00,0.20882,3702,2025-10-13 03:00:00,0.21254,stop_loss,0.21254,0.20324,-1.78143855952495,0.010089071927976248,-1.7915276314529265,1.1729676217359186,6.238096512060132
3731,2025-10-13 10:15:00,0.21436,3736,2025-10-13 11:30:00,0.20896,take_profit,0.21796,0.20896,2.5191267027430437,0.009874043664862848,2.509252659078181,1.2024003429744532,3.885373455586688
3749,2025-10-13 14:45:00,0.21323,3758,2025-10-13 17:00:00,0.2165,stop_loss,0.2165,0.208325,-1.5335553158561155,0.010076677765792807,-1.5436319936219083,1.18383970658888,5.369029581476471
3792,2025-10-14 01:30:00,0.2208,3805,2025-10-14 04:45:00,0.214725,take_profit,0.22485,0.214725,2.7513586956521725,0.009862432065217391,2.741496263586955,1.2162946279118727,2.774725063256583
3826,2025-10-14 10:00:00,0.21171,3850,2025-10-14 16:00:00,0.2155,stop_loss,0.2155,0.206025,-1.7901846865995878,0.010089509234329979,-1.800274195833918,1.194397989580261,4.525046599771364
3864,2025-10-14 19:30:00,0.21237,3873,2025-10-14 21:45:00,0.21626,stop_loss,0.21626,0.206535,-1.8317088100955898,0.010091585440504779,-1.8418003955360946,1.1723995626838966,6.283504669134679
3886,2025-10-15 01:00:00,0.21485,3916,2025-10-15 08:30:00,0.21804,stop_loss,0.21804,0.210065,-1.4847568070747026,0.010074237840353734,-1.4948310449150561,1.1548741700504492,7.68440793554683
3926,2025-10-15 11:00:00,0.21492,3931,2025-10-15 12:15:00,0.213,take_profit,0.2162,0.213,0.8933556672250162,0.00995533221663875,0.8834003350083774,1.1650763323376,6.868891685984485
3981,2025-10-16 00:45:00,0.20814,3985,2025-10-16 01:45:00,0.21,stop_loss,0.21,0.20534999999999998,-0.8936292879792451,0.010044681464398963,-0.9036739694436441,1.1545478407981165,7.710493269272611
3997,2025-10-16 04:45:00,0.20909,4016,2025-10-16 09:30:00,0.20702,take_profit,0.21047,0.20702,0.9900043043665352,0.009950499784781675,0.9800538045817535,1.1658630308375748,6.80600644732839
4035,2025-10-16 14:15:00,0.20892,4036,2025-10-16 14:30:00,0.21235,stop_loss,0.21235,0.20377499999999998,-1.6417767566532724,0.010082088837832664,-1.651858845491105,1.1466046192363737,8.345439673294603
4040,2025-10-16 15:30:00,0.20886,4055,2025-10-16 19:15:00,0.20329499999999995,take_profit,0.21257,0.20329499999999995,2.664464234415418,0.00986677678827923,2.6545974576271387,1.1770423563076577,5.912380045062553
4097,2025-10-17 05:45:00,0.20667,4100,2025-10-17 06:30:00,0.20416499999999999,take_profit,0.20834,0.20416499999999999,1.2120772245608977,0.009939396138771955,1.2021378284221258,1.1911920277293833,4.781317173722203
4128,2025-10-17 13:30:00,0.19956,4129,2025-10-17 13:45:00,0.2017,stop_loss,0.2017,0.19634999999999997,-1.0723591902184824,0.010053617959510925,-1.0824128081779931,1.1782984126512452,5.811976392412216
4132,2025-10-17 14:30:00,0.19957,4137,2025-10-17 15:45:00,0.202,stop_loss,0.202,0.19592499999999996,-1.2176178784386509,0.010060880893921932,-1.2276787593325729,1.163832693317573,6.968302752077713
4164,2025-10-17 22:30:00,0.20223,4178,2025-10-18 02:00:00,0.20434,stop_loss,0.20434,0.199065,-1.043366463927212,0.01005216832319636,-1.0534186322504084,1.151572662877944,7.948315984786129
4186,2025-10-18 04:00:00,0.20205,4194,2025-10-18 06:00:00,0.2033,stop_loss,0.2033,0.200175,-0.6186587478346949,0.010030932937391736,-0.6286896807720866,1.144332844379838,8.527035423166705
4222,2025-10-18 13:00:00,0.20416,4236,2025-10-18 16:30:00,0.20233,take_profit,0.20538,0.20233,0.8963557993730399,0.009955182210031348,0.8864006171630086,1.1544762177748198,7.71621850062036
4243,2025-10-18 18:15:00,0.20354,4248,2025-10-18 19:30:00,0.20428,stop_loss,0.20428,0.20243,-0.36356490124790736,0.010018178245062397,-0.37358307949296976,1.1501632899684426,8.060975093418307
4266,2025-10-19 00:00:00,0.20383,4280,2025-10-19 03:30:00,0.20452,stop_loss,0.20452,0.202795,-0.3385173919442654,0.010016925869597213,-0.34853431781386257,1.1461545761920056,8.381414146681186
4287,2025-10-19 05:15:00,0.20382,4295,2025-10-19 07:15:00,0.20446,stop_loss,0.20446,0.20285999999999998,-0.3140025512707299,0.010015700127563537,-0.32401825139829343,1.1424408261759067,8.678275086518953
4342,2025-10-19 19:00:00,0.2057,4344,2025-10-19 19:30:00,0.20635,stop_loss,0.20635,0.204725,-0.31599416626155163,0.010015799708313077,-0.3260099659698647,1.1387163552272648,8.975993010832488
4346,2025-10-19 20:00:00,0.20578,4363,2025-10-20 00:15:00,0.20424999999999996,take_profit,0.2068,0.20424999999999996,0.7435124890660081,0.009962824375546702,0.7335496646904613,1.1470694052328099,8.308286712775624
4395,2025-10-20 08:15:00,0.20651,4420,2025-10-20 14:30:00,0.20817,stop_loss,0.20817,0.20402,-0.803835165367292,0.010040191758268365,-0.8138753571255604,1.1377336900144932,9.054542971746574
4426,2025-10-20 16:00:00,0.20651,4445,2025-10-20 20:45:00,0.20798,stop_loss,0.20798,0.20430500000000001,-0.7118299355963387,0.010035591496779819,-0.7218655270931186,1.129520782716154,9.711046874490831
4458,2025-10-21 00:00:00,0.20621,4473,2025-10-21 03:45:00,0.20459,take_profit,0.20729,0.20459,0.7856069055816937,0.009960719654720916,0.7756461859269728,1.1382818675865445,9.010724053259413
4535,2025-10-21 19:15:00,0.20549,4539,2025-10-21 20:15:00,0.20436500000000002,take_profit,0.20624,0.20436500000000002,0.547471896442643,0.009972626405177869,0.5374992700374652,1.1444001243157909,8.521657359233318
4582,2025-10-22 07:00:00,0.20252,4591,2025-10-22 09:15:00,0.2037,stop_loss,0.2037,0.20075000000000004,-0.5826585028639081,0.010029132925143196,-0.5926876357890513,1.1376174062750166,9.063838185489887
4615,2025-10-22 15:15:00,0.20202,4633,2025-10-22 19:45:00,0.199185,take_profit,0.20391,0.199185,1.4033264033264052,0.00992983367983368,1.3933965696465715,1.153468928189755,7.796736826198247
4697,2025-10-23 11:45:00,0.20176,4698,2025-10-23 12:00:00,0.20052999999999999,take_profit,0.20258,0.20052999999999999,0.6096352101506785,0.009969518239492466,0.599665691911186,1.1603858856189646,7.243825490122378
4706,2025-10-23 14:00:00,0.20151,4710,2025-10-23 15:00:00,0.2034,stop_loss,0.2034,0.198675,-0.9379187137114797,0.010046895935685574,-0.9479656096471654,1.1493858264840973,8.123122125300318
4730,2025-10-23 20:00:00,0.20326,4796,2025-10-24 12:30:00,0.20732,stop_loss,0.20732,0.19716999999999998,-1.9974417002853528,0.010099872085014268,-2.007541572370367,1.1263114281904962,9.96758864403087
4805,2025-10-24 14:45:00,0.20408,4818,2025-10-24 18:00:00,0.20531,stop_loss,0.20531,0.20223500000000005,-0.6027048216385638,0.01003013524108193,-0.6127349568796456,1.1194101243466428,10.519248700930564
4842,2025-10-25 00:00:00,0.206,4848,2025-10-25 01:30:00,0.2065,stop_loss,0.2065,0.20525,-0.24271844660194197,0.010012135922330098,-0.2527305825242721,1.116581032618546,10.74539392493579
4882,2025-10-25 10:00:00,0.20604,4890,2025-10-25 12:00:00,0.20702,stop_loss,0.20702,0.20456999999999997,-0.47563579887400925,0.0100237817899437,-0.48565958066395293,1.1111582498577575,11.17886747052321
4913,2025-10-25 17:45:00,0.20709,4914,2025-10-25 18:00:00,0.206595,take_profit,0.20742,0.206595,0.2390265102129487,0.009988048674489354,0.22903846153845936,1.1137032296184892,10.97543291505667
4921,2025-10-25 19:45:00,0.2072,4924,2025-10-25 20:30:00,0.20759,stop_loss,0.20759,0.206615,-0.18822393822393893,0.010009411196911197,-0.19823334942085016,1.1114954984038083,11.15190929619656
4937,2025-10-25 23:45:00,0.20743,4940,2025-10-26 00:30:00,0.20826,stop_loss,0.20826,0.206185,-0.4001349852962433,0.010020006749264811,-0.41015499204550804,1.106936644130744,11.516324175555335
4945,2025-10-26 01:45:00,0.20697,4946,2025-10-26 02:00:00,0.20805,stop_loss,0.20805,0.20534999999999995,-0.5218147557617169,0.010026090737788084,-0.5318408464995049,1.1010495029123857,11.986916506073952
4967,2025-10-26 07:15:00,0.20685,4970,2025-10-26 08:00:00,0.20727,stop_loss,0.20727,0.20622000000000001,-0.2030456852791896,0.01001015228426396,-0.21305583756345356,1.0987036526719673,12.174433518277365
4974,2025-10-26 09:00:00,0.20656,4975,2025-10-26 09:15:00,0.20758,stop_loss,0.20758,0.20503,-0.4938032532920184,0.010024690162664602,-0.503827943454683,1.0931680766540488,12.616923263709644
5017,2025-10-26 19:45:00,0.21238,5024,2025-10-26 21:30:00,0.21356,stop_loss,0.21356,0.21061000000000002,-0.5556078726810371,0.010027780393634052,-0.5656356530746711,1.086984728264463,13.111193100483698
5076,2025-10-27 10:30:00,0.25,5126,2025-10-27 23:00:00,0.23122000000000004,take_profit,0.26252,0.23122000000000004,7.511999999999985,0.009624400000000002,7.5023755999999855,1.168534405293502,6.592468452523288
5151,2025-10-28 05:15:00,0.23189,5153,2025-10-28 05:45:00,0.22818500000000003,take_profit,0.23436,0.22818500000000003,1.5977403079046038,0.00992011298460477,1.587820194919999,1.1870886305653408,5.10932480303617
5167,2025-10-28 09:15:00,0.22933,5171,2025-10-28 10:15:00,0.23179,stop_loss,0.23179,0.22564,-1.0726900100292112,0.01005363450050146,-1.0827436445297125,1.1742355038629597,6.136747557982629
5210,2025-10-28 20:00:00,0.25035,5217,2025-10-28 21:45:00,0.25838,stop_loss,0.25838,0.23830500000000004,-3.2075094867185863,0.010160375474335931,-3.217669862192922,1.136452481943992,9.156957143483483
5263,2025-10-29 09:15:00,0.26265,5266,2025-10-29 10:00:00,0.26768,stop_loss,0.26768,0.255105,-1.9150961355415872,0.010095754806777081,-1.9251918903483642,1.1145735909239436,10.90586003750283
5294,2025-10-29 17:00:00,0.27315,5296,2025-10-29 17:30:00,0.27856,stop_loss,0.27856,0.265035,-1.9805967417169945,0.010099029837085851,-1.9906957715540803,1.092385821578562,12.67945331443875
5300,2025-10-29 18:30:00,0.26688,5339,2025-10-30 04:15:00,0.24886499999999998,take_profit,0.27889,0.24886499999999998,6.750224820143896,0.009662488758992806,6.740562331384904,1.1660187687812762,6.793557436992429
5362,2025-10-30 10:00:00,0.25717,5371,2025-10-30 12:15:00,0.251425,take_profit,0.261,0.251425,2.2339308628533656,0.00988830345685733,2.224042559396508,1.1919515224495227,4.720606486291694
5427,2025-10-31 02:15:00,0.24574,5497,2025-10-31 19:45:00,0.2543,stop_loss,0.2543,0.23289999999999994,-3.4833563929356397,0.010174167819646782,-3.493530560755286,1.1503103317433607,8.049221216795386
5513,2025-10-31 23:45:00,0.24936,5601,2025-11-01 21:45:00,0.243765,take_profit,0.25309,0.243765,2.243743984600573,0.00988781280076997,2.233856171799803,1.1760066100838606,5.99517306992878
5610,2025-11-02 00:00:00,0.24546,5622,2025-11-02 03:00:00,0.24845,stop_loss,0.24845,0.24097500000000002,-1.2181210787908385,0.010060906053939542,-1.2281819848447781,1.161563108758227,7.149723419168421
5644,2025-11-02 08:30:00,0.249,5706,2025-11-03 00:00:00,0.25167,stop_loss,0.25167,0.244995,-1.0722891566265083,0.010053614457831327,-1.0823427710843396,1.1489910144189996,8.154681675672878
5707,2025-11-03 00:15:00,0.24898,5719,2025-11-03 03:15:00,0.244525,take_profit,0.25195,0.244525,1.7893003454092757,0.009910534982729537,1.7793898104265464,1.1694360434522881,6.520395440055961
5756,2025-11-03 12:30:00,0.23903,5767,2025-11-03 15:15:00,0.23556499999999997,take_profit,0.24134,0.23556499999999997,1.4496088357110086,0.00992751955821445,1.439681316152794,1.1862721956742273,5.174587038792926
5821,2025-11-04 04:45:00,0.22866,5824,2025-11-04 05:30:00,0.22462500000000002,take_profit,0.23135,0.22462500000000002,1.7646287063762718,0.009911768564681187,1.7547169378115905,1.2070879148202724,3.5106694562128324
5850,2025-11-04 12:00:00,0.226,5861,2025-11-04 14:45:00,0.22864,stop_loss,0.22864,0.22204000000000002,-1.1681415929203556,0.010058407079646017,-1.1782000000000015,1.19286600500786,4.6475067486797235
