entry_time,direction,entry_price,exit_price,exit_reason,bars_held,pnl_pct,ret_5m_signal,vol_ratio,atr_ratio,pnl_gross,pnl_net
2025-11-10 15:44:00,SHORT,9.021,9.111210000000002,SL,1,-0.01,0.0150782041183752,2.108048986553311,1.2623054938075515,-0.01,-0.011
2025-11-10 15:45:00,SHORT,9.083,8.946755,TP,3,0.015,0.0182735426008968,1.38150469370998,1.3359178541491967,0.015,0.013999999999999999
2025-11-10 18:01:00,SHORT,9.1,9.191,SL,4,-0.01,0.0106619280319857,6.804634575049094,1.2945718828071766,-0.01,-0.011
2025-11-10 18:02:00,SHORT,9.102,9.19302,SL,3,-0.01,0.0116705568522841,2.4218646463277524,1.249906500112204,-0.01,-0.011
2025-11-10 18:05:00,SHORT,9.186,9.158,TIME,15,0.0030481166993251,0.0127894156560088,5.19363789993953,1.296630348509994,0.0030481166993251,0.0020481166993251
2025-11-10 19:17:00,SHORT,9.378,9.33,TIME,15,0.0051183621241202,0.0101249461439034,5.2117719537151785,1.1274758760792332,0.0051183621241202,0.0041183621241202
2025-11-10 19:27:00,SHORT,9.376,9.346,TIME,15,0.0031996587030716,0.0105626212545806,1.3492773873279529,1.1383248730964506,0.0031996587030716,0.0021996587030716
2025-11-10 21:48:00,LONG,9.006,8.91594,SL,4,-0.01,-0.0108731466227347,1.368764550288037,1.1363239657880946,-0.01,-0.011
2025-11-10 21:49:00,LONG,8.956,9.028,TIME,15,0.0080393032603842,-0.0169045005488474,2.36287484258725,1.3131487889273368,0.0080393032603842,0.0070393032603842
2025-11-10 21:50:00,LONG,8.978,9.043,TIME,15,0.0072399198039651,-0.0102524528717892,1.354360163912088,1.3409110332450214,0.0072399198039651,0.0062399198039651
2025-11-10 21:52:00,LONG,8.923,9.056845,TP,14,0.015,-0.0107538802660753,1.173993141410184,1.349749582637729,0.015,0.013999999999999999
2025-11-10 22:44:00,LONG,8.906,8.81694,SL,1,-0.01,-0.0120909595119245,4.147486667122599,1.1114770294747185,-0.01,-0.011
2025-11-10 22:45:00,LONG,8.832,8.904,TIME,15,0.0081521739130433,-0.0201908142888838,14.53251097298165,1.3044546347854495,0.0081521739130433,0.007152173913043299
2025-11-10 22:46:00,LONG,8.853,8.896,TIME,15,0.0048571105839829,-0.0152391546162403,1.501727477037197,1.280026056510046,0.0048571105839829,0.0038571105839828998
2025-11-10 22:47:00,LONG,8.849,8.884,TIME,15,0.0039552491806984,-0.0115058087578194,1.1372289595199208,1.2769056481631251,0.0039552491806984,0.0029552491806984
2025-11-11 23:12:00,LONG,7.887,7.916,TIME,15,0.0036769367313301,-0.0110344827586207,3.36650868514168,1.4006514657980704,0.0036769367313301,0.0026769367313300998
2025-11-12 02:33:00,LONG,7.751,7.755,TIME,15,0.0005160624435556,-0.0121080805505989,3.4184944456635,1.484457602030021,0.0005160624435556,-0.00048393755644440004
2025-11-12 14:48:00,LONG,7.735,7.65765,SL,1,-0.01,-0.0102367242482406,3.283938205819452,1.4699020065328965,-0.01,-0.011
2025-11-12 14:49:00,LONG,7.629,7.713,TIME,15,0.011010617381046,-0.0238003838771594,20.227374845611987,2.374164810690428,0.011010617381046,0.010010617381046
2025-11-12 14:51:00,LONG,7.654,7.735,TIME,15,0.0105827018552391,-0.0183403873284596,1.29078354750904,2.378516624040929,0.0105827018552391,0.0095827018552391
2025-11-13 03:19:00,SHORT,7.674,7.634,TIME,15,0.0052124055251498,0.0100026322716504,1.6651675008949929,1.8667790893760603,0.0052124055251498,0.0042124055251498
2025-11-13 03:20:00,SHORT,7.69,7.662,TIME,15,0.0036410923276983,0.0167922781964828,1.112804100390535,1.8193674600586955,0.0036410923276983,0.0026410923276983
2025-11-13 14:52:00,SHORT,7.592,7.539,TIME,15,0.0069810326659641,0.0102461743180306,1.5958615895953807,1.3147973609802055,0.0069810326659641,0.0059810326659641
2025-11-13 14:53:00,SHORT,7.603,7.488955,TP,11,0.015,0.0111716983641441,2.232726527695392,1.251303441084466,0.015,0.013999999999999999
2025-11-13 19:25:00,SHORT,7.192,7.132,TIME,15,0.0083426028921024,0.0121024486349563,1.10217301360607,1.1322259136212651,0.0083426028921024,0.0073426028921024
2025-11-14 06:57:00,SHORT,7.165,7.18,TIME,15,-0.0020935101186321,0.0111487440022579,1.1308298103233487,1.5160142348754433,-0.0020935101186321,-0.0030935101186321
2025-11-14 14:36:00,SHORT,7.262,7.256,TIME,15,0.0008262186725419,0.0119843924191749,6.317658435008542,1.4828137490008009,0.0008262186725419,-0.00017378132745810005
2025-11-14 14:39:00,SHORT,7.285,7.252,TIME,15,0.0045298558682224,0.0105423775835762,1.472803169057788,1.4278442351743463,0.0045298558682224,0.0035298558682224004
2025-11-14 23:04:00,LONG,7.174,7.223,TIME,15,0.0068302202397545,-0.0106192249344917,6.3139707805936025,1.5317796610169396,0.0068302202397545,0.0058302202397545
2025-11-14 23:06:00,LONG,7.14,7.2,TIME,15,0.0084033613445378,-0.0132669983416252,1.157202120520683,1.7510677242220742,0.0084033613445378,0.007403361344537799
2025-11-17 14:36:00,SHORT,7.094,7.123,TIME,15,-0.0040879616577389,0.0115499786111508,1.002319441490844,1.1716171617161664,-0.0040879616577389,-0.0050879616577389
2025-11-17 14:37:00,SHORT,7.123,7.133,TIME,15,-0.0014039028499227,0.0100680657969371,2.91137114656832,1.3811475409836016,-0.0014039028499227,-0.0024039028499227002
2025-11-17 15:28:00,SHORT,7.214,7.144,TIME,15,0.0097033545883005,0.0107888468544208,1.995770102469591,1.1430267062314503,0.0097033545883005,0.008703354588300499
2025-11-17 18:26:00,LONG,6.866,6.912,TIME,15,0.0066996795805418,-0.0206817857652261,15.496546014156785,1.5183803942461327,0.0066996795805418,0.0056996795805417996
2025-11-17 18:27:00,LONG,6.897,6.918,TIME,15,0.0030448020878642,-0.0137280137280136,1.83169753974871,1.6077715477897971,0.0030448020878642,0.0020448020878642
2025-11-17 21:37:00,LONG,6.771,6.802,TIME,15,0.0045783488406438,-0.0129737609329446,10.652451551549442,1.3153540701522193,0.0045783488406438,0.0035783488406437997
2025-11-18 02:22:00,SHORT,6.901,6.97001,SL,9,-0.01,0.0121736579642124,1.3100898626395687,1.5623829149494244,-0.01,-0.011
2025-11-18 02:24:00,SHORT,6.924,6.929,TIME,15,-0.0007221259387637,0.0108029197080292,1.200668677890264,1.6672585227272794,-0.0007221259387637,-0.0017221259387637002
2025-11-18 03:39:00,SHORT,6.958,6.948,TIME,15,0.0014371945961482,0.0129567622652497,1.0107733488967865,1.3692038495188164,0.0014371945961482,0.00043719459614819994
2025-11-18 03:40:00,SHORT,6.959,6.94,TIME,15,0.0027302773386979,0.0101611264334444,1.5210762085600529,1.3378849506101151,0.0027302773386979,0.0017302773386979001
2025-11-19 15:40:00,LONG,6.828,6.81,TIME,15,-0.0026362038664324,-0.0122956748155649,4.104466027092712,1.1949860724234085,-0.0026362038664324,-0.0036362038664324
2025-11-19 17:37:00,LONG,6.611,6.643,TIME,15,0.0048404174860081,-0.0109216038300419,3.401006942674921,1.123237835379712,0.0048404174860081,0.0038404174860080997
2025-11-21 07:33:00,LONG,6.375,6.31125,SL,1,-0.01,-0.0277565960042702,13.541083273834433,2.0856507230256014,-0.01,-0.011
2025-11-21 07:34:00,LONG,6.099,6.190485,TP,1,0.015,-0.0689970996794382,20.16291019966033,4.975235660648695,0.015,0.013999999999999999
2025-11-21 07:35:00,LONG,6.235,6.328525,TP,2,0.015,-0.0483821733821733,2.250372248499333,4.94781653391928,0.015,0.013999999999999999
2025-11-21 07:36:00,LONG,6.312,6.40668,TP,7,0.015,-0.036482979697756,1.312121520643803,4.678702933840147,0.015,0.013999999999999999
2025-11-21 12:39:00,SHORT,6.219,6.26,TIME,15,-0.006592699790963,0.0153469387755103,5.53287094325666,1.4640257725808412,-0.006592699790963,-0.0075926997909630005
2025-12-01 12:54:00,SHORT,5.725,5.752,TIME,15,-0.0047161572052401,0.0105913503971755,1.4581401105217129,1.749011857707512,-0.0047161572052401,-0.0057161572052401004
2025-12-03 14:03:00,LONG,5.977,6.009,TIME,15,0.0053538564497239,-0.0105942724714451,1.2762830407567036,2.252798507462718,0.0053538564497239,0.0043538564497239
2025-12-03 14:04:00,LONG,5.965,5.997,TIME,15,0.0053646269907795,-0.0133972874627853,2.092285534855409,2.489025460930679,0.0053646269907795,0.0043646269907795
2025-12-03 14:05:00,LONG,5.973,5.995,TIME,15,0.003683241252302,-0.0115836505047162,1.0162338243241509,2.4638877424680463,0.003683241252302,0.002683241252302
2025-12-04 19:14:00,LONG,5.943,5.953,TIME,15,0.0016826518593304,-0.0104895104895106,1.3282510710815552,1.412028389988781,0.0016826518593304,0.0006826518593304001
2025-12-05 15:04:00,SHORT,5.907,5.901,TIME,15,0.0010157440325038,0.0102616726526423,1.7209164708791405,1.2349183818310498,0.0010157440325038,1.5744032503800043e-05
2025-12-05 15:06:00,SHORT,5.919,5.91,TIME,15,0.0015205271160668,0.0102406554019456,1.0754093842716148,1.3043478260869277,0.0015205271160668,0.0005205271160668001
2025-12-07 14:25:00,LONG,5.547,5.578,TIME,15,0.0055886064539391,-0.0115823235923022,2.130019484590732,2.245188880969386,0.0055886064539391,0.0045886064539391
