entry_time,direction,entry_price,exit_price,exit_reason,bars_held,pnl_pct,ret_5m_signal,vol_ratio,atr_ratio
2025-11-10 22:45:00,LONG,8.832,8.904,TIME,15,0.008152173913043384,-0.020190814288883807,14.53251097298165,1.3044546347854495
2025-11-10 22:46:00,LONG,8.853,8.896,TIME,15,0.004857110583982948,-0.015239154616240369,1.501727477037197,1.2800260565100459
2025-11-10 22:47:00,LONG,8.849,8.884,TIME,15,0.0039552491806984,-0.01150580875781948,1.1372289595199208,1.2769056481631251
2025-11-11 23:12:00,LONG,7.887,7.916,TIME,15,0.003676936731330139,-0.011034482758620734,3.36650868514168,1.4006514657980704
2025-11-12 02:33:00,LONG,7.751,7.755,TIME,15,0.0005160624435556134,-0.012108080550598976,3.4184944456635002,1.484457602030021
2025-11-12 14:48:00,LONG,7.735,7.65765,SL,1,-0.01,-0.010236724248240625,3.283938205819452,1.4699020065328963
2025-11-12 14:49:00,LONG,7.629,7.713,TIME,15,0.011010617381046077,-0.023800383877159437,20.227374845611987,2.3741648106904276
2025-11-12 14:51:00,LONG,7.654,7.735,TIME,15,0.010582701855239143,-0.018340387328459662,1.29078354750904,2.378516624040929
2025-11-13 03:19:00,SHORT,7.674,7.634,TIME,15,0.005212405525149861,0.010002632271650436,1.6651675008949927,1.8667790893760605
2025-11-13 03:20:00,SHORT,7.69,7.662,TIME,15,0.0036410923276983705,0.01679227819648288,1.1128041003905347,1.8193674600586955
2025-11-13 14:52:00,SHORT,7.592,7.539,TIME,15,0.006981032665964165,0.010246174318030654,1.5958615895953807,1.3147973609802057
2025-11-13 14:53:00,SHORT,7.603,7.488955,TP,11,0.015,0.011171698364144111,2.232726527695392,1.251303441084466
2025-11-13 19:25:00,SHORT,7.192,7.132,TIME,15,0.008342602892102405,0.012102448634956353,1.1021730136060701,1.1322259136212651
2025-11-14 06:57:00,SHORT,7.165,7.18,TIME,15,-0.0020935101186321955,0.01114874400225796,1.1308298103233487,1.5160142348754433
2025-11-14 14:36:00,SHORT,7.262,7.256,TIME,15,0.0008262186725419085,0.011984392419174927,6.317658435008542,1.4828137490008009
2025-11-14 14:39:00,SHORT,7.285,7.252,TIME,15,0.004529855868222425,0.010542377583576235,1.4728031690577879,1.4278442351743463
2025-11-14 23:04:00,LONG,7.174,7.223,TIME,15,0.006830220239754598,-0.010619224934491744,6.3139707805936025,1.5317796610169396
2025-11-14 23:06:00,LONG,7.14,7.2,TIME,15,0.008403361344537886,-0.013266998341625258,1.157202120520683,1.7510677242220742
2025-11-17 14:36:00,SHORT,7.094,7.123,TIME,15,-0.004087961657738922,0.011549978611150813,1.002319441490844,1.1716171617161664
2025-11-17 14:37:00,SHORT,7.123,7.133,TIME,15,-0.0014039028499227553,0.010068065796937198,2.91137114656832,1.3811475409836016
2025-11-17 15:28:00,SHORT,7.214,7.144,TIME,15,0.009703354588300565,0.01078884685442083,1.995770102469591,1.1430267062314503
2025-11-17 18:26:00,LONG,6.866,6.912,TIME,15,0.006699679580541839,-0.02068178576522617,15.496546014156785,1.5183803942461327
2025-11-17 18:27:00,LONG,6.897,6.918,TIME,15,0.0030448020878642754,-0.013728013728013688,1.83169753974871,1.6077715477897971
2025-11-17 21:37:00,LONG,6.771,6.802,TIME,15,0.004578348840643878,-0.012973760932944667,10.652451551549442,1.3153540701522193
2025-11-18 02:22:00,SHORT,6.901,6.97001,SL,9,-0.01,0.012173657964212437,1.3100898626395687,1.5623829149494244
2025-11-18 02:24:00,SHORT,6.924,6.929,TIME,15,-0.000722125938763705,0.010802919708029268,1.200668677890264,1.6672585227272794
2025-11-18 03:39:00,SHORT,6.958,6.948,TIME,15,0.0014371945961482878,0.012956762265249777,1.0107733488967863,1.3692038495188164
2025-11-18 03:40:00,SHORT,6.959,6.94,TIME,15,0.0027302773386979795,0.010161126433444467,1.5210762085600527,1.3378849506101151
2025-11-19 15:40:00,LONG,6.828,6.81,TIME,15,-0.0026362038664324372,-0.012295674815564928,4.104466027092712,1.1949860724234085
2025-11-19 17:37:00,LONG,6.611,6.643,TIME,15,0.004840417486008173,-0.010921603830041926,3.4010069426749214,1.1232378353797121
2025-11-21 07:33:00,LONG,6.375,6.31125,SL,1,-0.01,-0.027756596004270273,13.541083273834431,2.0856507230256014
2025-11-21 07:34:00,LONG,6.099,6.190485,TP,1,0.015,-0.06899709967943823,20.162910199660335,4.975235660648695
2025-11-21 07:35:00,LONG,6.235,6.328525,TP,2,0.015,-0.04838217338217332,2.250372248499333,4.94781653391928
2025-11-21 07:36:00,LONG,6.312,6.40668,TP,7,0.015,-0.036482979697756046,1.312121520643803,4.678702933840147
2025-11-21 12:39:00,SHORT,6.219,6.26,TIME,15,-0.006592699790963093,0.0153469387755103,5.53287094325666,1.4640257725808412
2025-12-01 12:54:00,SHORT,5.725,5.752,TIME,15,-0.0047161572052401984,0.010591350397175514,1.4581401105217127,1.749011857707512
2025-12-03 14:03:00,LONG,5.977,6.009,TIME,15,0.005353856449723946,-0.010594272471445176,1.2762830407567036,2.252798507462718
2025-12-03 14:04:00,LONG,5.965,5.997,TIME,15,0.005364626990779552,-0.013397287462785346,2.092285534855409,2.489025460930679
2025-12-03 14:05:00,LONG,5.973,5.995,TIME,15,0.0036832412523020663,-0.011583650504716214,1.0162338243241509,2.4638877424680463
2025-12-04 19:14:00,LONG,5.943,5.953,TIME,15,0.0016826518593304183,-0.010489510489510634,1.3282510710815552,1.4120283899887813
2025-12-05 15:04:00,SHORT,5.907,5.901,TIME,15,0.0010157440325038476,0.010261672652642329,1.7209164708791405,1.2349183818310498
2025-12-05 15:06:00,SHORT,5.919,5.91,TIME,15,0.001520527116066811,0.01024065540194563,1.0754093842716148,1.3043478260869277
2025-12-07 14:25:00,LONG,5.547,5.578,TIME,15,0.005588606453939171,-0.011582323592302268,2.130019484590732,2.245188880969386
