trade_num,signal_time,entry_time,exit_time,signal_price,entry_price,exit_price,pnl_pct,result,bars_held,signal_rsi,sl_dist_pct,tp_dist_pct,equity_before,equity_after,running_pnl,peak_equity,dd_pct,max_dd_so_far,consecutive_losses,consecutive_wins,cumulative_wins,cumulative_losses,running_win_rate
15,2025-12-06 21:00:00,2025-12-06 21:01:00,2025-12-06 21:02:00,0.077,0.07796249999999999,0.07987142857142855,2.4485214961405313,TP,1,69.31818181818193,0.613848232895848,2.4485214961405313,99.930443993859,102.27733195224346,2.2773319522434576,102.27733195224346,0.0,3.146893439064703,0,2,5,10,33.33333333333333
16,2025-12-06 21:42:00,2025-12-06 21:43:00,2025-12-06 22:02:00,0.0814,0.08241749999999999,0.08961142857142856,8.728642061975398,TP,19,55.39160045402953,1.6605349938683258,8.728642061975398,102.27733195224346,111.10247683694094,11.102476836940937,111.10247683694094,0.0,3.146893439064703,0,3,6,10,37.5
17,2025-12-06 22:08:00,2025-12-06 22:11:00,2025-12-06 22:27:00,0.08746,0.08855324999999999,0.08670324999999998,-2.0891384562396125,SL,16,55.397727272727266,2.0891384562396125,11.300262836203087,111.10247683694094,108.67028979066875,8.670289790668747,111.10247683694094,2.18913845623962,3.146893439064703,1,0,6,11,35.294117647058826
18,2025-12-06 23:10:00,2025-12-06 23:15:00,2025-12-06 23:18:00,0.08886,0.08997074999999999,0.08912789285714284,-0.9368124005381142,SL,3,57.66793409378962,0.9368124005381142,4.386306501994108,108.67028979066875,107.5435827504184,7.543582750418395,111.10247683694094,3.203253597798488,3.203253597798488,2,0,6,12,33.33333333333333
19,2025-12-06 23:20:00,2025-12-06 23:24:00,2025-12-06 23:30:00,0.09015,0.091276875,0.09582428571428571,4.981996496139593,TP,6,56.39751552795025,1.0360940662290268,4.981996496139593,107.5435827504184,112.79385669211679,12.79385669211679,112.79385669211679,0.0,3.203253597798488,0,1,7,12,36.84210526315789
20,2025-12-07 00:04:00,2025-12-07 00:05:00,2025-12-07 00:07:00,0.10594,0.10726425,0.10390353571428572,-3.1331168452809637,SL,2,55.892360037117236,3.1331168452809637,17.564133170451214,112.79385669211679,109.1470995109619,9.147099510961894,112.79385669211679,3.233116845280963,3.233116845280963,1,0,7,13,35.0
21,2025-12-07 00:10:00,2025-12-07 00:11:00,2025-12-07 00:41:00,0.10322,0.10451025,0.12167857142857144,16.427404420687388,TP,30,55.606887862242765,2.9436620536536626,16.427404420687388,109.1470995109619,126.96798786156674,26.96798786156674,126.96798786156674,0.0,3.233116845280963,0,1,8,13,38.095238095238095
22,2025-12-07 00:50:00,2025-12-07 00:51:00,2025-12-07 01:00:00,0.11817,0.119647125,0.11601141071428571,-3.038697574817852,SL,9,55.18987341772151,3.038697574817852,16.997617547672572,126.96798786156674,122.98284670576072,22.98284670576072,126.96798786156674,3.1386975748178516,3.233116845280963,1,0,8,14,36.36363636363637
23,2025-12-07 04:26:00,2025-12-07 04:31:00,2025-12-07 04:33:00,0.10623,0.107557875,0.10671644642857142,-0.7823030823438789,SL,2,56.26702997275207,0.7823030823438789,3.4592505928286865,122.98284670576072,121.89776525852155,21.897765258521545,126.96798786156674,3.993307831713661,3.993307831713661,2,0,8,15,34.78260869565217
24,2025-12-07 05:20:00,2025-12-07 05:25:00,2025-12-07 05:41:00,0.10851,0.10986637499999999,0.11315999999999998,2.997846247316337,TP,16,60.33950617283945,0.7054023580918165,2.997846247316337,121.89776525852155,125.43017507462808,25.43017507462808,126.96798786156674,1.211181505542434,3.993307831713661,0,1,9,15,37.5
25,2025-12-07 10:27:00,2025-12-07 10:30:00,2025-12-07 10:31:00,0.10476,0.1060695,0.10534307142857142,-0.6848609368655196,SL,1,56.35430038510911,0.6848609368655196,2.874597719958558,125.43017507462808,124.4457226274253,24.445722627425297,126.96798786156674,1.9865363518964088,3.993307831713661,1,0,9,16,36.0
26,2025-12-07 15:08:00,2025-12-07 15:12:00,2025-12-07 15:13:00,0.09363,0.094800375,0.094120375,-0.7172967406510786,SL,1,58.379373848987115,0.7172967406510786,3.069212542671903,124.4457226274253,123.42863179251168,23.42863179251168,126.96798786156674,2.78759719569158,3.993307831713661,2,0,9,17,34.61538461538461
27,2025-12-07 15:57:00,2025-12-07 16:05:00,2025-12-07 16:11:00,0.08916,0.0902745,0.09332142857142857,3.3751818857247344,TP,6,60.294117647058876,0.7682916311598872,3.3751818857247344,123.42863179251168,127.4711439827779,27.471143982777903,127.4711439827779,0.0,3.993307831713661,0,1,10,17,37.03703703703704
28,2025-12-07 20:52:00,2025-12-07 21:01:00,2025-12-07 21:02:00,0.09875,0.099984375,0.09941294642857143,-0.5715178710959287,SL,1,56.11015490533561,0.5715178710959287,2.1945393253410086,127.4711439827779,126.61515247044312,26.61515247044312,127.4711439827779,0.6715178710959333,3.993307831713661,1,0,10,18,35.714285714285715
