volume_threshold,min_zone_bars,sl_type,sl_value,rr_ratio,session,total_return,max_drawdown,return_dd_ratio,win_rate,num_trades,avg_trade
1.3,7,fixed_pct,0.5,4.0,all,4.760256497680016,-2.502855225476495,1.9019304229927065,61.111111111111114,18,0.26445869431555646
2.0,3,atr,1.0,4.0,us,4.8665655160911,-2.6728325089181983,1.8207521421014117,40.909090909090914,22,0.22120752345868636
1.5,5,atr,1.0,4.0,asia_eu,2.1839592849874605,-1.2059138930717,1.8110408193610628,41.17647058823529,17,0.1284681932345565
1.5,3,fixed_pct,0.5,2.0,us,8.66668243952721,-5.0831515477004485,1.7049821076941736,49.18032786885246,61,0.14207676130372476
1.3,5,atr,1.0,2.0,us,3.5000719633196224,-2.0569699439191806,1.7015668963304706,52.94117647058824,17,0.20588658607762486
2.0,3,atr,1.5,3.0,us,6.287399210256254,-3.6964435077734006,1.7009320437426483,54.54545454545454,22,0.2857908731934661
2.0,3,atr,1.5,4.0,us,6.282311262319276,-3.6964435077734086,1.6995555996210778,40.909090909090914,22,0.2855596028326943
1.3,5,atr,2.0,2.0,asia_eu,6.141531792652452,-3.649829702075068,1.6826899592495386,44.44444444444444,36,0.170598105351457
1.5,5,atr,1.5,4.0,asia_eu,2.784036542866001,-1.6569896532787312,1.6801773851497208,35.294117647058826,17,0.16376685546270595
1.3,5,atr,2.0,3.0,asia_eu,5.7396895764821565,-3.45050319202514,1.6634355214473708,38.88888888888889,36,0.15943582156894878
1.5,3,atr,1.5,2.0,asia_eu,6.0533692226269515,-3.6399675382829866,1.6630283536765806,52.67175572519084,131,0.04620892536356452
1.3,7,fixed_pct,1.0,2.0,overnight,2.5315202184879375,-1.5236011190749827,1.6615373845517312,70.0,10,0.25315202184879376
1.3,5,fixed_pct,1.0,3.0,asia_eu,5.416503514592746,-3.2638330999999883,1.6595528474151344,52.77777777777778,36,0.1504584309609096
1.5,5,atr,1.0,3.0,overnight,1.1039377100266419,-0.6909578935979541,1.59769172659454,46.15384615384615,13,0.08491828538666477
1.5,3,fixed_pct,1.0,4.0,asia_eu,10.39864396318013,-6.566344736938634,1.58362747917926,44.274809160305345,131,0.07937896155099336
1.5,5,atr,1.5,3.0,overnight,1.4802300851484946,-0.9360342130149066,1.5813845953138483,53.84615384615385,13,0.11386385270373035
1.5,3,fixed_pct,1.0,3.0,asia_eu,10.374384523958167,-6.566344736938634,1.5799329672104483,45.038167938931295,131,0.07919377499204708
1.5,5,fixed_pct,0.5,4.0,all,3.6216909126584707,-2.3423705902693737,1.546164781825567,55.172413793103445,29,0.12488589353994727
1.3,7,fixed_pct,0.5,2.0,all,1.9910141930600413,-1.302635200543349,1.5284510907041042,61.111111111111114,18,0.11061189961444674
1.3,3,fixed_pct,0.5,2.0,us,11.586575530351825,-7.785108933452416,1.4882997308572785,47.42268041237113,97,0.11944923227166829
1.5,3,fixed_pct,1.0,4.0,overnight,11.572382551350659,-7.935266652127251,1.458348289814355,48.23529411764706,85,0.13614567707471364
2.0,3,atr,2.0,3.0,us,6.676737199687087,-4.711102228936164,1.41723462477162,50.0,22,0.30348805453123123
1.5,3,fixed_pct,0.5,3.0,overnight,6.391613792952991,-4.529485280922019,1.4111126091686774,42.35294117647059,85,0.07519545638768224
2.0,3,fixed_pct,0.5,4.0,us,5.003092382913745,-3.5464300606609567,1.4107404621934956,45.45454545454545,22,0.22741329013244294
2.0,3,atr,1.0,3.0,us,3.685720858891579,-2.6728325089182334,1.378956910541053,50.0,22,0.1675327663132536
1.5,5,fixed_pct,0.5,3.0,all,2.7463155372830856,-2.0226932939006605,1.3577518378908335,55.172413793103445,29,0.09470053576838226
1.5,3,fixed_pct,1.0,2.0,overnight,9.323971347493158,-6.911290851493634,1.3490926004768136,49.411764705882355,85,0.10969378055874304
1.5,5,fixed_pct,1.0,2.0,all,6.3873692186197,-4.773962337740829,1.337959700294238,65.51724137931035,29,0.2202541109868862
2.0,3,atr,1.0,2.0,all,3.806568094796,-2.847576638960136,1.3367745902656596,58.333333333333336,84,0.04531628684280952
1.5,3,fixed_pct,1.0,3.0,overnight,10.5898324647354,-7.935266652127192,1.334527613120172,48.23529411764706,85,0.12458626429100471
1.5,5,atr,1.5,3.0,asia_eu,2.076432270267198,-1.656989653278762,1.2531353265595024,47.05882352941176,17,0.12214307472159988
1.3,5,fixed_pct,1.0,3.0,overnight,5.671411948419495,-4.627608227496697,1.2255600884103888,50.0,32,0.17723162338810922
2.0,3,fixed_pct,0.5,4.0,overnight,3.4497160667718116,-2.9642153527776194,1.163787261117602,39.473684210526315,38,0.09078200175715294
2.0,3,atr,2.0,4.0,overnight,4.239101099805372,-3.803034141932439,1.1146629090348776,36.84210526315789,38,0.11155529210014137
1.3,7,atr,1.0,2.0,all,1.782597868298481,-1.6077270660272025,1.1087689608307683,50.0,18,0.09903321490547118
1.5,5,atr,2.0,3.0,asia_eu,2.30436015738662,-2.1067139892562805,1.0938172761648168,41.17647058823529,17,0.1355505974933306
1.3,7,fixed_pct,0.5,2.0,overnight,0.6551040952656861,-0.6000000000000051,1.0918401587761344,60.0,10,0.06551040952656861
1.5,5,fixed_pct,1.0,3.0,overnight,2.7867630219862316,-2.643908409839736,1.0540316039749482,61.53846153846154,13,0.2143663863066332
2.0,3,atr,2.0,2.0,us,4.961291036392199,-4.711102228936136,1.0531062149149246,59.09090909090909,22,0.22551322892691814
1.5,3,fixed_pct,0.5,2.0,overnight,4.658056795417582,-4.437468017134724,1.0497105055024807,47.05882352941176,85,0.054800668181383315
1.3,5,atr,2.0,4.0,asia_eu,4.369350858006177,-4.247809232224873,1.0286127787611696,36.11111111111111,36,0.12137085716683825
2.0,3,fixed_pct,1.0,4.0,us,6.561829207112103,-6.421140134953427,1.0219102946208627,45.45454545454545,22,0.298264963959641
2.0,3,fixed_pct,1.0,2.0,all,7.70619570747523,-7.596578710584651,1.014429784915918,47.61904761904761,84,0.09174042508899083
2.0,3,atr,1.0,2.0,us,1.8279091608291202,-1.8348183363563524,0.9962344089382971,59.09090909090909,22,0.08308678003768728
2.0,3,fixed_pct,0.5,2.0,all,5.68924138620258,-5.883484978309617,0.966984942967791,47.61904761904761,84,0.06772906412145929
2.0,3,atr,1.5,2.0,us,3.534783990419328,-3.696443507773401,0.9562662010080466,63.63636363636363,22,0.16067199956451492
1.3,5,fixed_pct,1.0,4.0,overnight,5.032953120926393,-5.322312842401417,0.9456327108076448,50.0,32,0.1572797850289498
1.5,5,atr,1.5,2.0,overnight,0.8588582109011988,-0.9360342130149175,0.9175500200306367,53.84615384615385,13,0.06606601622316914
1.5,5,fixed_pct,0.5,2.0,asia_eu,-2.090994551527232,-2.2813311395030507,0.9165677508714144,47.05882352941176,17,-0.12299967950160189
2.0,3,fixed_pct,0.5,3.0,us,3.512423548225457,-3.946008942338507,0.8901205241932127,45.45454545454545,22,0.15965561582842988
2.0,3,fixed_pct,1.0,3.0,asia_eu,3.8097520344788722,-4.3279309359,0.8802709865070035,48.07692307692308,52,0.07326446220151678
2.0,3,atr,2.0,4.0,us,4.103106999952626,-4.711102228936163,0.8709441656245207,36.36363636363637,22,0.18650486363421026
1.3,7,atr,1.0,2.0,overnight,0.6163707821056794,-0.7171079896672221,0.8595229602611312,50.0,10,0.06163707821056794
1.5,3,fixed_pct,0.5,4.0,asia_eu,6.758161057842578,-8.244570344863716,0.8197105216104856,37.404580152671755,131,0.05158901570872197
2.0,3,fixed_pct,0.5,3.0,all,3.8905863254871025,-4.935596067848139,0.7882708130901304,41.66666666666667,84,0.04631650387484646
1.5,5,fixed_pct,1.0,4.0,overnight,1.8978408638074034,-2.6439084098397547,0.7178164178245607,61.53846153846154,13,0.14598775875441564
1.5,5,atr,2.0,4.0,asia_eu,1.5079704222431016,-2.1067139892562663,0.71579266570279,41.17647058823529,17,0.08870414248488834
1.3,5,fixed_pct,0.5,2.0,overnight,1.235813836715404,-1.730666846424675,0.7140680133027504,50.0,32,0.03861918239735637
2.0,3,fixed_pct,1.0,3.0,us,4.469669647277182,-6.42114013495341,0.6960866066365039,45.45454545454545,22,0.2031668021489628
2.0,3,fixed_pct,0.5,2.0,us,3.0488887627289647,-4.419647951498605,0.689848783474972,50.0,22,0.13858585285131658
1.3,5,fixed_pct,0.5,2.0,asia_eu,-3.0698294701994264,-4.5104798081530815,0.6805993155429817,44.44444444444444,36,-0.08527304083887295
2.0,3,atr,2.0,3.0,overnight,2.7956698765951784,-4.202724745356173,0.6652041344568833,36.84210526315789,38,0.07357025991039944
2.0,3,atr,2.0,2.0,overnight,2.388498656301295,-3.605642784511857,0.6624335240754187,50.0,38,0.06285522779740249
1.5,5,atr,1.0,2.0,overnight,0.4422047762879059,-0.6909578935979553,0.6399880229824969,53.84615384615385,13,0.03401575202214661
1.5,5,fixed_pct,0.5,3.0,asia_eu,-1.090994551527242,-1.7892216000000232,0.6097593230079649,47.05882352941176,17,-0.06417615008983776
1.5,5,fixed_pct,0.5,3.0,overnight,0.6975347598914186,-1.196399999999997,0.5830280507283687,53.84615384615385,13,0.05365651999164758
1.5,5,fixed_pct,0.5,2.0,all,0.9549975981790262,-1.8107377370591722,0.5274080164309396,55.172413793103445,29,0.03293095166134573
1.5,5,atr,1.0,3.0,asia_eu,0.6237634824941339,-1.2059138930717004,0.5172537492749879,41.17647058823529,17,0.03669196955847847
2.0,3,fixed_pct,1.0,4.0,asia_eu,2.2043201431022514,-4.327930935899994,0.5093242419414584,46.15384615384615,52,0.0423907719827356
1.5,5,atr,2.0,2.0,asia_eu,1.0477849567871569,-2.106713989256272,0.4973551047416046,52.94117647058824,17,0.06163440922277393
1.5,3,atr,1.0,2.0,asia_eu,1.1979124985456835,-2.5610615719974015,0.4677406086771345,55.72519083969466,131,0.00914437021790598
2.0,3,fixed_pct,1.0,4.0,overnight,2.9026735935797334,-6.680145638480004,0.4345225015543532,44.73684210526316,38,0.07638614719946667
2.0,3,fixed_pct,0.5,3.0,overnight,1.4543470702638124,-3.384222649449377,0.4297433180114314,39.473684210526315,38,0.038272291322731904
1.5,5,fixed_pct,1.0,2.0,asia_eu,-1.325316245566019,-3.2638331000000123,0.4060612797774537,52.94117647058824,17,-0.0779597791509423
2.0,3,fixed_pct,0.5,3.0,asia_eu,-1.421306065217447,-3.5508486441296707,0.40027221874612334,40.38461538461539,52,-0.027332808946489366
1.5,3,fixed_pct,1.0,2.0,asia_eu,2.9816425375643214,-7.528949968166939,0.3960236885848581,45.038167938931295,131,0.02276063005774291
2.0,3,fixed_pct,1.0,2.0,asia_eu,1.6632929437111468,-4.327930935899983,0.3843159626033332,48.07692307692308,52,0.0319864027636759
1.3,7,fixed_pct,0.5,4.0,overnight,0.42434639988567224,-1.1323599198154584,0.37474516049175277,60.0,10,0.042434639988567224
2.0,3,fixed_pct,0.5,4.0,asia_eu,1.07406293129057,-3.1091542728438872,0.3454517971886111,40.38461538461539,52,0.0206550563709725
1.3,5,fixed_pct,1.0,2.0,overnight,1.8896747546555803,-5.5544536285900215,0.34020893520993667,50.0,32,0.059052336082986885
1.5,5,fixed_pct,1.0,2.0,overnight,0.7867630219862267,-2.643908409839734,0.297575747729445,61.53846153846154,13,0.06052023246047898
1.3,5,fixed_pct,0.5,3.0,asia_eu,-0.8672312869327239,-3.3281630692319992,0.2605735563110027,44.44444444444444,36,-0.02408975797035344
2.0,3,fixed_pct,0.5,2.0,overnight,0.9439584616873978,-3.8606318079826036,0.24450880286889337,44.73684210526316,38,0.024841012149668364
1.5,5,atr,1.5,2.0,asia_eu,0.39222322261186676,-1.6569896532787498,0.23670831126540798,52.94117647058824,17,0.02307195427128628
2.0,3,fixed_pct,1.0,2.0,us,1.519587267613769,-6.791758727063836,0.2237398777960868,45.45454545454545,22,0.06907214852789859
1.5,5,fixed_pct,1.0,3.0,asia_eu,0.6746837544339852,-3.263833100000002,0.20671515171348215,52.94117647058824,17,0.03968727967258737
1.3,5,fixed_pct,0.5,4.0,overnight,0.6407825680137065,-3.1495547945655837,0.20345179233564953,40.625,32,0.020024455250428327
1.5,5,fixed_pct,0.5,2.0,overnight,0.23307311316376553,-1.1963999999999986,0.19481203039432113,53.84615384615385,13,0.01792870101259735
1.3,5,fixed_pct,1.0,2.0,asia_eu,-0.5834964854072635,-3.2638330999999985,0.1787764470576831,52.77777777777778,36,-0.01620823570575732
2.0,3,fixed_pct,1.0,3.0,overnight,1.082076676557767,-6.680145638479976,0.16198399482858977,44.73684210526316,38,0.028475702014678077
1.5,5,atr,1.0,2.0,asia_eu,-0.1338762710443092,-0.8414878350957657,0.15909471944900233,47.05882352941176,17,-0.007875074767312305
2.0,3,fixed_pct,1.0,2.0,overnight,1.0029762953420978,-6.333581070432312,0.15835848380064035,44.73684210526316,38,0.026394113035318363
1.3,5,fixed_pct,1.0,4.0,asia_eu,0.5724142035601973,-4.1361960059955685,0.13839145986564996,50.0,36,0.015900394543338817
2.0,3,atr,1.5,2.0,overnight,0.4061639419955278,-3.377428571768236,0.1202583365909298,44.73684210526316,38,0.010688524789355995
2.0,3,fixed_pct,0.5,2.0,asia_eu,0.2920364490583686,-4.012200099577309,0.07278710976781419,46.15384615384615,52,0.005616085558814781
2.0,3,atr,1.0,4.0,overnight,0.2413601333703095,-3.9310341570024705,0.06139863550673234,34.21052631578947,38,0.0063515824571134085
1.5,5,fixed_pct,0.5,4.0,overnight,0.07291013526680346,-1.1963999999999955,0.060941269865265574,53.84615384615385,13,0.005608471943600266
2.0,3,atr,1.5,4.0,overnight,-0.280358270069209,-4.757631847964581,0.058928113613740916,23.684210526315788,38,-0.007377849212347605
1.5,5,fixed_pct,0.5,4.0,asia_eu,-0.09099455152724006,-1.7892216000000178,0.05085706070575001,47.05882352941176,17,-0.005352620678072945
1.5,3,fixed_pct,0.5,2.0,asia_eu,0.24141238719095748,-5.566025120395289,0.043372493290833876,43.51145038167939,131,0.0018428426503126526
1.5,3,fixed_pct,0.5,3.0,asia_eu,0.31446202952249225,-7.786226803178491,0.04038695988076313,37.404580152671755,131,0.002400473507805284
2.0,3,atr,1.0,3.0,overnight,-0.07675269872005025,-3.357274812729665,0.022861607405217362,42.10526315789473,38,-0.002019807861053954
1.5,5,fixed_pct,1.0,4.0,asia_eu,0.040415116876064305,-3.2638331000000047,0.012382715548801881,52.94117647058824,17,0.0023773598162390767
2.0,3,atr,1.5,3.0,overnight,-0.03808404729621906,-4.620019545262659,0.008243265406803358,34.21052631578947,38,-0.0010022117709531332
2.0,3,atr,1.0,2.0,overnight,-0.01554733518244858,-2.0058632735385573,0.007750944636930023,55.26315789473685,38,-0.0004091403995381205
1.3,5,fixed_pct,0.5,4.0,asia_eu,-0.017100151676088415,-3.3281630692319992,0.005138014971133736,41.66666666666667,36,-0.0004750042132246782
