vol_threshold,min_zone_bars,sl_atr_mult,rr_target,session,total_trades,total_return,avg_trade,win_rate,actual_rr,tp_count,sl_count,zones_found,acc_zones,dist_zones
1.5,5,1.5,4.0,eu,32,0.8484945434480435,0.02651545448275136,34.375,2.0529789132109992,5,19,100,26,39
1.3,5,0.5,5.0,us,34,0.8484470892772957,0.02495432615521458,29.411764705882355,2.724568492897981,8,23,170,40,60
2.0,5,1.0,3.0,all,12,0.8445588295319837,0.07037990246099864,41.66666666666667,1.8136355942144171,3,7,21,5,7
1.3,5,0.5,4.0,asian,26,0.8336828401643314,0.03206472462170505,42.30769230769231,1.6517394717633034,11,15,170,40,60
2.0,5,2.0,7.0,eu_us,10,0.8313697707199255,0.08313697707199254,40.0,1.8819977925885563,1,4,21,5,7
1.3,7,0.5,3.0,all,26,0.8123909815542025,0.03124580698285394,42.30769230769231,1.6320128206649065,11,14,41,8,18
1.5,5,1.0,3.0,eu,32,0.797923095282507,0.024935096727578345,40.625,1.6044041175736745,12,19,100,26,39
2.0,5,0.5,2.0,eu_us,10,0.7641255189806082,0.07641255189806082,70.0,0.8092897963983262,7,3,21,5,7
1.3,5,1.5,5.0,eu_us,62,0.7450956940789477,0.012017672485144317,35.483870967741936,1.8903695933005613,3,35,170,40,60
1.5,5,0.5,5.0,asian,16,0.6776606322709834,0.04235378951693646,31.25,2.746760595823966,5,11,100,26,39
1.3,5,0.5,4.0,us,34,0.6758572869550423,0.019878155498677715,32.35294117647059,2.3243944767582363,10,22,170,40,60
1.3,5,2.0,4.0,eu,46,0.6356675473409248,0.013818859724802714,39.130434782608695,1.6150183830218583,4,24,170,40,60
1.5,7,0.5,3.0,all,11,0.5651352077133636,0.051375927973942144,36.36363636363637,2.2354719324209205,4,6,20,6,5
2.0,5,0.5,5.0,all,12,0.5057810209074707,0.04214841840895589,33.33333333333333,2.460347414962646,3,8,21,5,7
1.3,5,2.0,5.0,eu,46,0.41104058034859975,0.008935664790186952,36.95652173913043,1.7475422028651746,2,25,170,40,60
1.3,5,2.0,7.0,eu_us,62,0.4096500188424796,0.0066072583684270905,37.096774193548384,1.7284832422321164,2,32,170,40,60
1.3,7,1.0,2.0,eu,14,0.40940665763136247,0.02924333268795446,42.857142857142854,1.4738735536988223,6,8,41,8,18
2.0,5,1.5,5.0,eu_us,10,0.36975310753781865,0.03697531075378187,40.0,1.683928369756042,1,5,21,5,7
1.5,7,1.0,2.0,all,11,0.3470112994204859,0.031546481765498714,36.36363636363637,1.9361700933959716,4,6,20,6,5
2.0,5,1.0,7.0,eu_us,10,0.3232556907497359,0.032325569074973595,30.0,2.6038212810648327,1,7,21,5,7
1.5,5,0.5,4.0,asian,16,0.30785713396104375,0.019241070872565234,37.5,1.8683064997540395,6,10,100,26,39
1.5,5,1.0,4.0,us,28,0.3039968700842126,0.010857031074436165,28.57142857142857,2.592324693662388,6,18,100,26,39
1.3,5,1.5,3.0,us,34,0.27256236648727383,0.008016540190802172,35.294117647058826,1.8793514289658275,6,17,170,40,60
1.3,5,1.5,5.0,us,34,0.26981591897534873,0.007935762322804374,35.294117647058826,1.8788877322131088,1,17,170,40,60
1.3,5,2.0,2.0,eu_us,62,0.174044725598934,0.0028071729935311932,43.54838709677419,1.3077100806855226,21,29,170,40,60
2.0,5,1.0,4.0,eu_us,10,0.15335569417190917,0.015335569417190918,40.0,1.590961369076047,2,6,21,5,7
1.3,7,0.5,3.0,eu,14,0.1218354236706033,0.008702530262185948,35.714285714285715,1.884593763233281,5,9,41,8,18
2.0,5,2.0,5.0,eu_us,10,0.12065880117181384,0.012065880117181384,40.0,1.5554403074628287,1,4,21,5,7
1.5,5,0.5,4.0,all,65,0.11208508316246585,0.0017243858948071669,36.92307692307693,1.726548961621307,24,40,100,26,39
1.3,7,0.5,3.0,eu_us,17,0.10420632341821148,0.006129783730483028,35.294117647058826,1.8946327050998695,6,10,41,8,18
2.0,5,0.5,4.0,eu_us,10,0.07900092671008305,0.007900092671008305,40.0,1.567287827673834,4,6,21,5,7
1.5,5,1.0,5.0,us,28,0.05010113064034703,0.0017893260942981083,25.0,3.017700773486067,3,19,100,26,39
2.0,5,1.5,4.0,eu_us,10,0.018082748745352345,0.0018082748745352345,40.0,1.5089950035027104,1,5,21,5,7
1.5,5,1.5,5.0,eu,32,0.0032620274380792957,0.00010193835743997799,31.25,2.2006262276626702,3,20,100,26,39
1.3,5,0.5,4.0,eu,46,-0.01676480928532644,-0.0003644523757679661,36.95652173913043,1.7021376836275328,17,29,170,40,60
1.3,5,1.5,4.0,us,34,-0.08185443981711757,-0.00240748352403287,35.294117647058826,1.8195134304318654,1,17,170,40,60
2.0,5,0.5,7.0,eu_us,10,-0.1540744121256924,-0.015407441212569237,30.0,2.1519892542734476,2,7,21,5,7
1.3,5,0.5,3.0,us,34,-0.21123633401365083,-0.006212833353342672,38.23529411764706,1.5552650221835345,13,20,170,40,60
1.5,5,1.0,5.0,eu_us,45,-0.22313519185872233,-0.004958559819082718,26.666666666666668,2.7013066991422154,7,31,100,26,39
2.0,5,2.0,4.0,eu_us,10,-0.2310115576206525,-0.02310115576206525,40.0,1.3938548066318106,1,4,21,5,7
1.3,5,0.5,4.0,eu_us,62,-0.24772742001600342,-0.003995603548645216,37.096774193548384,1.6532833800935511,22,38,170,40,60
2.0,5,1.5,2.0,eu_us,10,-0.2518219270258295,-0.025182192702582953,50.0,0.9058977307240881,3,4,21,5,7
1.3,7,0.5,2.0,us,12,-0.2650970640494566,-0.022091422004121387,41.66666666666667,1.223410445305413,5,6,41,8,18
1.3,5,2.0,7.0,us,34,-0.31138149601039766,-0.009158279294423461,35.294117647058826,1.7863509057351743,1,15,170,40,60
1.5,5,0.5,7.0,us,28,-0.3134866335118925,-0.011195951196853304,21.428571428571427,3.4724059437926447,5,21,100,26,39
2.0,5,1.0,5.0,eu_us,10,-0.3240993133069463,-0.03240993133069463,30.0,2.062139474644378,1,7,21,5,7
2.0,5,1.0,3.0,eu_us,10,-0.32485318038238864,-0.03248531803823887,40.0,1.3073166425554037,2,6,21,5,7
2.0,5,1.5,3.0,eu_us,10,-0.33201128522364254,-0.03320112852236426,40.0,1.3348457573800188,2,5,21,5,7
1.5,5,1.0,3.0,eu_us,45,-0.3599849018075719,-0.00799966448461271,37.77777777777778,1.5940873254188856,15,27,100,26,39
2.0,5,2.0,2.0,eu_us,10,-0.37843021723433723,-0.03784302172343372,50.0,0.8757822203525558,3,4,21,5,7
1.5,7,0.5,2.0,all,11,-0.4385387654000196,-0.03986716049091087,36.36363636363637,1.3732790684875997,4,6,20,6,5
2.0,5,2.0,3.0,eu_us,10,-0.45396058992926935,-0.04539605899292694,40.0,1.2914141824942542,2,4,21,5,7
1.3,7,0.5,2.0,eu,14,-0.5058483575590454,-0.03613202553993182,42.857142857142854,1.0455459074509308,6,8,41,8,18
1.5,5,1.5,7.0,us,28,-0.5108953407861984,-0.018246262170935654,28.57142857142857,2.3719407899022635,1,16,100,26,39
1.5,5,1.5,4.0,us,28,-0.5180253002865388,-0.0185009035816621,28.57142857142857,2.370153619597995,2,16,100,26,39
1.5,5,0.5,3.0,asian,16,-0.556012761463086,-0.034750797591442874,37.5,1.3024902093166375,6,10,100,26,39
1.3,5,2.0,4.0,eu_us,62,-0.5728528322072025,-0.00923956180979359,38.70967741935484,1.5400501823069097,4,31,170,40,60
1.5,5,1.0,3.0,us,28,-0.6117044169552921,-0.02184658631983186,32.142857142857146,1.9473965663103794,7,18,100,26,39
2.0,5,0.5,5.0,eu_us,10,-0.6312816974860961,-0.0631281697486096,30.0,1.5903209377086365,2,7,21,5,7
1.5,5,0.5,3.0,us,28,-0.633995294572662,-0.022642689091880785,39.285714285714285,1.3360056398380296,11,16,100,26,39
1.3,5,0.5,3.0,asian,26,-0.6388590465083865,-0.024571501788784096,42.30769230769231,1.1428602266130814,11,15,170,40,60
1.5,5,2.0,7.0,eu,32,-0.6748612595183773,-0.02108941435994929,31.25,2.0877828092660966,2,19,100,26,39
1.3,7,0.5,2.0,eu_us,17,-0.726468429488701,-0.042733437028747115,41.17647058823529,1.0666838699058592,7,9,41,8,18
1.3,7,0.5,2.0,all,26,-0.7586935328876421,-0.029180520495678538,46.15384615384615,0.9384778837851927,12,13,41,8,18
1.5,5,0.5,3.0,eu_us,45,-0.7608467467765857,-0.01690770548392413,44.44444444444444,1.1043950716509068,20,24,100,26,39
1.3,5,2.0,5.0,eu_us,62,-0.7974797991995276,-0.012862577406443993,37.096774193548384,1.6317388025806518,2,32,170,40,60
1.5,5,0.5,5.0,eu,32,-0.8018911939079637,-0.025059099809623866,31.25,1.9059738933623989,10,22,100,26,39
1.5,5,1.5,3.0,eu_us,45,-0.8437527730804837,-0.018750061624010748,33.33333333333333,1.885110976104142,11,26,100,26,39
1.5,5,0.5,3.0,all,65,-0.8570695214766558,-0.013185684945794706,43.07692307692308,1.2027212514057382,28,36,100,26,39
1.5,5,0.5,5.0,eu_us,45,-0.9114435523641183,-0.020254301163647074,31.11111111111111,1.9626800788769418,14,30,100,26,39
1.5,5,1.0,2.0,eu,32,-0.9220173515191304,-0.028813042234972826,43.75,1.132996504958334,14,18,100,26,39
1.3,5,0.5,2.0,us,34,-0.9490624271981188,-0.027913600799944673,47.05882352941176,0.9057225669375087,16,17,170,40,60
1.5,5,1.5,3.0,us,28,-0.9706150351737598,-0.034664822684777136,28.57142857142857,2.256709085422343,5,16,100,26,39
1.5,5,1.5,2.0,eu,32,-0.9831570742763843,-0.03072365857113701,43.75,1.1604849506473869,13,17,100,26,39
1.3,5,2.0,5.0,us,34,-1.0220924655585095,-0.030061543104662046,35.294117647058826,1.6791161242923605,1,15,170,40,60
1.5,5,0.5,4.0,us,28,-1.0263361314047124,-0.03665486183588258,28.57142857142857,2.024720648564821,8,19,100,26,39
1.5,5,0.5,4.0,eu_us,45,-1.0310848114351092,-0.022912995809669094,35.55555555555556,1.5634144942539758,16,28,100,26,39
1.3,5,2.0,3.0,us,34,-1.0596530897234657,-0.031166267344807815,35.294117647058826,1.673448834077682,4,15,170,40,60
1.5,5,0.5,4.0,eu,32,-1.0645691426230481,-0.033267785706970254,34.375,1.5527179988233046,11,21,100,26,39
1.5,5,1.5,5.0,us,28,-1.22160631033431,-0.04362879679765393,28.57142857142857,2.1937965045618055,1,16,100,26,39
1.3,5,0.5,3.0,eu,46,-1.3028159520790912,-0.028322085914762853,41.30434782608695,1.1630006730185554,19,27,170,40,60
1.5,5,1.5,7.0,eu_us,45,-1.3606885595064373,-0.030237523544587495,28.888888888888886,2.2441536729249276,2,28,100,26,39
1.5,5,0.5,2.0,us,28,-1.367643584911746,-0.04884441374684807,46.42857142857143,0.7735581585256275,13,14,100,26,39
1.3,5,2.0,4.0,us,34,-1.3737628243509759,-0.04040478895149929,35.294117647058826,1.626054759432601,1,15,170,40,60
1.5,5,2.0,3.0,eu,32,-1.3755305825145718,-0.04298533070358037,34.375,1.7075311207885224,6,18,100,26,39
1.5,5,1.5,4.0,eu_us,45,-1.400579349191664,-0.031123985537592536,31.11111111111111,2.010328458552981,5,27,100,26,39
1.5,5,0.5,2.0,asian,16,-1.4193797740206668,-0.08871123587629168,37.5,0.7370032963926578,6,10,100,26,39
1.5,5,0.5,3.0,eu,32,-1.4501554241081323,-0.04531735700337913,40.625,1.057070059467617,13,19,100,26,39
1.5,5,1.0,2.0,us,28,-1.4775121541299094,-0.05276829121892534,35.714285714285715,1.4475251770650417,10,17,100,26,39
1.3,5,0.5,3.0,eu_us,62,-1.5671677925996612,-0.0252768998806397,41.935483870967744,1.1509699905521542,26,35,170,40,60
1.5,5,0.5,5.0,us,28,-1.6347514329450228,-0.05838397974803653,21.428571428571427,2.6536474143762963,6,21,100,26,39
1.5,5,2.0,4.0,eu,32,-1.6573641105680597,-0.051792628455251864,34.375,1.666233379412878,4,18,100,26,39
1.5,5,2.0,7.0,us,28,-1.6752012932931377,-0.059828617617612066,28.57142857142857,2.123993600555583,1,14,100,26,39
1.5,5,1.0,2.0,eu_us,45,-1.7761708278539476,-0.03947046284119884,42.22222222222222,1.1358305848386743,19,25,100,26,39
1.5,5,1.5,2.0,us,28,-1.7942008146668564,-0.06407860052381631,35.714285714285715,1.4523851579809886,8,15,100,26,39
1.3,5,0.5,2.0,asian,26,-1.8805307005251384,-0.07232810386635148,46.15384615384615,0.5846695095684529,12,14,170,40,60
1.5,5,2.0,5.0,eu,32,-1.8819910775603848,-0.05881222117376202,31.25,1.8870590084533563,2,19,100,26,39
1.5,5,2.0,3.0,us,28,-1.9052802851020956,-0.06804572446793199,28.57142857142857,2.0723513449984483,3,14,100,26,39
1.3,5,2.0,2.0,us,34,-1.971381261553061,-0.05798180181038415,38.23529411764706,1.348506867376406,8,15,170,40,60
1.3,5,0.5,3.0,all,100,-1.9812379486735574,-0.019812379486735573,42.0,1.193706440976212,42,57,170,40,60
1.5,5,0.5,2.0,eu_us,45,-2.000196913267935,-0.044448820294843,48.888888888888886,0.6841901474542004,23,21,100,26,39
1.5,5,0.5,2.0,eu,32,-2.1605510258270817,-0.0675172195570963,43.75,0.6970061068581888,15,17,100,26,39
1.5,5,2.0,2.0,eu,32,-2.2096440166563074,-0.0690513755205096,37.5,1.3690155470175294,10,17,100,26,39
1.5,5,1.5,5.0,eu_us,45,-2.245811865201628,-0.049906930337813946,28.888888888888886,2.102745603193486,3,28,100,26,39
1.5,5,2.0,5.0,us,28,-2.38591226284125,-0.08521115224433036,28.57142857142857,1.964471354616943,1,14,100,26,39
1.5,5,2.0,2.0,us,28,-2.398528338531114,-0.08566172637611122,32.142857142857146,1.6474178359404161,7,14,100,26,39
1.5,5,1.5,2.0,eu_us,45,-2.7192223703576524,-0.0604271637857256,40.0,1.2023259791171257,16,24,100,26,39
1.5,5,2.0,4.0,us,28,-2.7375826216337162,-0.09777080791548987,28.57142857142857,1.88553737460494,1,14,100,26,39
1.3,5,0.5,2.0,eu_us,62,-3.044464161302735,-0.04910426066617314,45.16129032258064,0.7663631177678228,30,31,170,40,60
1.3,5,0.5,2.0,eu,46,-3.0518052075939357,-0.06634359146943339,41.30434782608695,0.7750391110910999,21,25,170,40,60
1.5,5,0.5,2.0,all,65,-3.334904934442412,-0.051306229760652494,46.15384615384615,0.7244030813692679,31,33,100,26,39
1.5,5,2.0,7.0,eu_us,45,-3.3406942711919103,-0.07423765047093134,28.888888888888886,1.9941789671612986,2,26,100,26,39
1.5,5,2.0,2.0,eu_us,45,-3.8617071823667226,-0.08581571516370495,35.55555555555556,1.3887902338222342,13,24,100,26,39
1.5,5,2.0,3.0,eu_us,45,-4.041363594188105,-0.0898080798708468,31.11111111111111,1.6997846425223209,6,25,100,26,39
1.5,5,2.0,4.0,eu_us,45,-4.323197122241593,-0.0960710471609243,31.11111111111111,1.663904759689975,4,25,100,26,39
1.5,5,2.0,5.0,eu_us,45,-4.547824089233918,-0.10106275753853151,28.888888888888886,1.825302818789175,2,26,100,26,39
1.3,5,0.5,2.0,all,100,-5.4020525878383285,-0.05402052587838329,45.0,0.7295560057987088,47,52,170,40,60
